year,statefp,puma5ce,immigrant_nonprofits,state
2009,06,08502,1.027778052445863,California
2009,06,08503,1.277242425155767,California
2009,06,08504,1.665393475131893,California
2009,06,08505,1.2264491693777921,California
2009,06,08506,1,California
2009,06,08508,0.873513199883957,California
2009,06,08509,0.8855316713285417,California
2009,06,08510,3.340515440899568,California
2009,06,08511,0.0411952422396287,California
2009,06,08512,0.9999999999999997,California
2009,06,08513,0.29182389937106923,California
2009,06,08514,1.3699271058551696,California
2009,06,08701,1,California
2009,06,09502,0.00766283524904215,California
2009,06,09503,0.9923371647509579,California
2009,06,09701,1.9903691813804167,California
2009,06,09703,0.00963081861958267,California
2009,06,09903,0.1628742514970059,California
2009,06,09904,0.8371257485029938,California
2009,06,11104,0.00201816347124117,California
2009,06,11105,0.9979818365287583,California
2009,06,11300,1.0000000000000009,California
2009,08,00100,0.9999999999999994,Colorado
2009,08,00103,1,Colorado
2009,08,00200,1,Colorado
2009,08,00300,1,Colorado
2009,08,00400,0,Colorado
2009,08,00700,1.9239130434782603,Colorado
2009,08,00800,1.0760869565217392,Colorado
2009,08,00801,1.9724837628931533,Colorado
2009,08,00802,1.0011373273756037,Colorado
2009,08,00803,3.1264277718424007,Colorado
2009,08,00804,2.717260187233497,Colorado
