yrimmig,bpld,n_dif_sex,n_same_sex,n_spouse_dif_sex,n_spouse_same_sex,n_partner_dif_sex,n_partner_same_sex,n_spouse_oneimm_dif_sex,n_spouse_oneimm_same_sex,n_partner_oneimm_dif_sex,n_partner_oneimm_same_sex,n_spouse_adj_dif_sex,n_spouse_adj_same_sex,n_partner_adj_dif_sex,n_partner_adj_same_sex,n_spouse_2019_dif_sex,n_spouse_2019_same_sex,n_spouse_pre_2019_dif_sex,n_spouse_pre_2019_same_sex,n_partner_2019_dif_sex,n_partner_2019_same_sex,n_partner_pre_2019_dif_sex,n_partner_pre_2019_same_sex,n_total,n_spouse,n_partner,bpldid,prop_spouse_same_sex_adj,prop_partner_same_sex_adj,prop_same_sex_adj,prop_dif_sex,prop_spouse_same_sex,prop_partner_same_sex,prop_same_sex,prop_same_sex_oneimm
1993,Denmark,26,0,26,0,0,0,17,0,0,0,16.671,0,0,0,3,0,23,0,0,0,0,0,44,20,0,NA,0,0,0,59.09090909090909,0,0,0,0
1993,Denmark,26,0,26,0,0,0,17,0,0,0,16.671,0,0,0,3,0,23,0,0,0,0,0,44,20,0,40000,0,0,0,59.09090909090909,0,0,0,0
1993,Finland,27,0,24,0,3,0,15,0,1,0,16.052,0,2.952,0,2,0,22,0,1,0,2,0,43,23,1,40100,0,0,0,62.7906976744186,0,0,0,0
1993,Finland,27,0,24,0,3,0,15,0,1,0,16.052,0,2.952,0,2,0,22,0,1,0,2,0,43,23,1,NA,0,0,0,62.7906976744186,0,0,0,0
1993,Iceland,5,0,4,0,1,0,3,0,1,0,2.4859999999999998,0,0.937,0,0,0,4,0,0,0,1,0,8,2,2,40200,0,0,0,62.5,0,0,0,0
1993,Iceland,5,0,4,0,1,0,3,0,1,0,2.4859999999999998,0,0.937,0,0,0,4,0,0,0,1,0,8,2,2,NA,0,0,0,62.5,0,0,0,0
1993,Norway,24,0,24,0,0,0,16,0,0,0,13.290000000000001,0,0,0,0,0,24,0,0,0,0,0,32,15,0,40400,0,0,0,75,0,0,0,0
1993,Norway,24,0,24,0,0,0,16,0,0,0,13.290000000000001,0,0,0,0,0,24,0,0,0,0,0,32,15,0,NA,0,0,0,75,0,0,0,0
1993,Sweden,50,0,46,0,4,0,37,0,4,0,28.539,0,3.759,0,5,0,41,0,0,0,4,0,75,35,2,40500,0,0,0,66.66666666666666,0,0,0,0
1993,Sweden,50,0,46,0,4,0,37,0,4,0,28.539,0,3.759,0,5,0,41,0,0,0,4,0,75,35,2,NA,0,0,0,66.66666666666666,0,0,0,0
1993,England,355,4,340,2,15,2,207,2,13,2,211.00799999999998,1.55,14.077,1.846,26,0,314,2,0,0,15,2,597,242,20,41000,0.2596314907872697,0.30921273031825797,0.5688442211055277,59.463986599664985,0.33500837520938026,0.33500837520938026,0.6700167504187605,0.6700167504187605
1993,England,355,4,340,2,15,2,207,2,13,2,211.00799999999998,1.55,14.077,1.846,26,0,314,2,0,0,15,2,597,242,20,NA,0.2596314907872697,0.30921273031825797,0.5688442211055277,59.463986599664985,0.33500837520938026,0.33500837520938026,0.6700167504187605,0.6700167504187605
1993,Scotland,54,0,53,0,1,0,36,0,1,0,31.753999999999998,0,0.976,0,2,0,51,0,0,0,1,0,96,37,2,41100,0,0,0,56.25,0,0,0,0
1993,Scotland,54,0,53,0,1,0,36,0,1,0,31.753999999999998,0,0.976,0,2,0,51,0,0,0,1,0,96,37,2,NA,0,0,0,56.25,0,0,0,0
1993,"United Kingdom, ns",404,7,384,1,20,6,215,1,14,6,244.38799999999998,0.54,19.103,5.7780000000000005,34,0,350,1,4,0,16,6,641,202,9,41300,0.08424336973478941,0.9014040561622466,0.985647425897036,63.026521060842434,0.15600624024961,0.93603744149766,1.09204368174727,1.0920436817472698
1993,"United Kingdom, ns",404,7,384,1,20,6,215,1,14,6,244.38799999999998,0.54,19.103,5.7780000000000005,34,0,350,1,4,0,16,6,641,202,9,NA,0.08424336973478941,0.9014040561622466,0.985647425897036,63.026521060842434,0.15600624024961,0.93603744149766,1.09204368174727,1.0920436817472698
1993,Ireland,255,1,246,1,9,0,135,1,4,0,152.77800000000002,0.775,8.362,0,16,0,230,1,1,0,8,0,372,135,4,41400,0.20833333333333334,0,0.20833333333333334,68.54838709677419,0.2688172043010753,0,0.2688172043010753,0.2688172043010753
1993,Ireland,255,1,246,1,9,0,135,1,4,0,152.77800000000002,0.775,8.362,0,16,0,230,1,1,0,8,0,372,135,4,NA,0.20833333333333334,0,0.20833333333333334,68.54838709677419,0.2688172043010753,0,0.2688172043010753,0.2688172043010753
1993,Northern Ireland,8,0,8,0,0,0,5,0,0,0,4.358,0,0,0,0,0,8,0,0,0,0,0,17,3,0,41410,0,0,0,47.05882352941176,0,0,0,0
1993,Northern Ireland,8,0,8,0,0,0,5,0,0,0,4.358,0,0,0,0,0,8,0,0,0,0,0,17,3,0,NA,0,0,0,47.05882352941176,0,0,0,0
1993,Belgium,50,0,48,0,2,0,29,0,1,0,33.905,0,1.913,0,10,0,38,0,0,0,2,0,80,31,1,42000,0,0,0,62.5,0,0,0,0
1993,Belgium,50,0,48,0,2,0,29,0,1,0,33.905,0,1.913,0,10,0,38,0,0,0,2,0,80,31,1,NA,0,0,0,62.5,0,0,0,0
1993,France,157,4,150,3,7,1,70,2,3,1,95.494,2.018,6.696,0.937,13,0,137,3,2,0,5,1,266,87,10,42100,0.7586466165413532,0.3522556390977444,1.1109022556390977,59.02255639097744,1.1278195488721803,0.37593984962406013,1.5037593984962405,1.1278195488721803
1993,France,157,4,150,3,7,1,70,2,3,1,95.494,2.018,6.696,0.937,13,0,137,3,2,0,5,1,266,87,10,NA,0.7586466165413532,0.3522556390977444,1.1109022556390977,59.02255639097744,1.1278195488721803,0.37593984962406013,1.5037593984962405,1.1278195488721803
1993,Netherlands,86,2,83,0,3,2,50,0,2,1,48.444,0,2.9130000000000003,1.874,8,0,75,0,1,0,2,2,126,44,4,42500,0,1.4873015873015876,1.4873015873015876,68.25396825396825,0,1.5873015873015872,1.5873015873015872,0.7936507936507936
1993,Netherlands,86,2,83,0,3,2,50,0,2,1,48.444,0,2.9130000000000003,1.874,8,0,75,0,1,0,2,2,126,44,4,NA,0,1.4873015873015876,1.4873015873015876,68.25396825396825,0,1.5873015873015872,1.5873015873015872,0.7936507936507936
1993,Switzerland,53,1,50,0,3,1,23,0,0,1,30.564,0,2.783,0.937,6,0,44,0,0,0,3,1,85,29,2,42600,0,1.1023529411764705,1.1023529411764705,62.35294117647059,0,1.1764705882352942,1.1764705882352942,1.1764705882352942
1993,Switzerland,53,1,50,0,3,1,23,0,0,1,30.564,0,2.783,0.937,6,0,44,0,0,0,3,1,85,29,2,NA,0,1.1023529411764705,1.1023529411764705,62.35294117647059,0,1.1764705882352942,1.1764705882352942,1.1764705882352942
1993,Albania,57,0,57,0,0,0,11,0,0,0,34.54,0,0,0,8,0,49,0,0,0,0,0,97,37,0,43000,0,0,0,58.76288659793815,0,0,0,0
1993,Albania,57,0,57,0,0,0,11,0,0,0,34.54,0,0,0,8,0,49,0,0,0,0,0,97,37,0,NA,0,0,0,58.76288659793815,0,0,0,0
1993,Greece,57,0,57,0,0,0,24,0,0,0,36.598,0,0,0,8,0,49,0,0,0,0,0,113,41,0,43300,0,0,0,50.442477876106196,0,0,0,0
1993,Greece,57,0,57,0,0,0,24,0,0,0,36.598,0,0,0,8,0,49,0,0,0,0,0,113,41,0,NA,0,0,0,50.442477876106196,0,0,0,0
1993,Macedonia,17,0,17,0,0,0,0,0,0,0,10.536,0,0,0,2,0,15,0,0,0,0,0,36,13,0,43330,0,0,0,47.22222222222222,0,0,0,0
1993,Macedonia,17,0,17,0,0,0,0,0,0,0,10.536,0,0,0,2,0,15,0,0,0,0,0,36,13,0,NA,0,0,0,47.22222222222222,0,0,0,0
1993,Italy,121,2,119,0,2,2,63,0,1,1,76.307,0,1.913,1.913,17,0,102,0,0,0,2,2,241,69,4,43400,0,0.7937759336099585,0.7937759336099585,50.20746887966805,0,0.8298755186721992,0.8298755186721992,0.4149377593360996
1993,Italy,121,2,119,0,2,2,63,0,1,1,76.307,0,1.913,1.913,17,0,102,0,0,0,2,2,241,69,4,NA,0,0.7937759336099585,0.7937759336099585,50.20746887966805,0,0.8298755186721992,0.8298755186721992,0.4149377593360996
1993,Portugal,72,0,69,0,3,0,19,0,2,0,44.893,0,2.9130000000000003,0,13,0,56,0,1,0,2,0,135,49,4,43600,0,0,0,53.333333333333336,0,0,0,0
1993,Portugal,72,0,69,0,3,0,19,0,2,0,44.893,0,2.9130000000000003,0,13,0,56,0,1,0,2,0,135,49,4,NA,0,0,0,53.333333333333336,0,0,0,0
1993,Azores,2,0,2,0,0,0,0,0,0,0,1.08,0,0,0,0,0,2,0,0,0,0,0,7,2,1,NA,0,0,0,28.57142857142857,0,0,0,0
1993,Azores,2,0,2,0,0,0,0,0,0,0,1.08,0,0,0,0,0,2,0,0,0,0,0,7,2,1,43610,0,0,0,28.57142857142857,0,0,0,0
1993,Spain,78,1,76,0,2,1,39,0,2,1,47.217,0,1.846,0.937,7,0,69,0,0,0,2,1,129,51,6,43800,0,0.7263565891472868,0.7263565891472868,60.46511627906976,0,0.7751937984496124,0.7751937984496124,0.7751937984496124
1993,Spain,78,1,76,0,2,1,39,0,2,1,47.217,0,1.846,0.937,7,0,69,0,0,0,2,1,129,51,6,NA,0,0.7263565891472868,0.7263565891472868,60.46511627906976,0,0.7751937984496124,0.7751937984496124,0.7751937984496124
1993,Austria,29,0,26,0,3,0,15,0,3,0,17.112,0,2.874,0,4,0,22,0,1,0,2,0,48,14,3,45000,0,0,0,60.416666666666664,0,0,0,0
1993,Austria,29,0,26,0,3,0,15,0,3,0,17.112,0,2.874,0,4,0,22,0,1,0,2,0,48,14,3,NA,0,0,0,60.416666666666664,0,0,0,0
1993,Bulgaria,66,1,64,0,2,1,18,0,1,1,39.010999999999996,0,1.807,0.937,6,0,58,0,0,0,2,1,143,45,3,45100,0,0.6552447552447552,0.6552447552447552,46.15384615384615,0,0.6993006993006993,0.6993006993006993,0.6993006993006993
1993,Bulgaria,66,1,64,0,2,1,18,0,1,1,39.010999999999996,0,1.807,0.937,6,0,58,0,0,0,2,1,143,45,3,NA,0,0.6552447552447552,0.6552447552447552,46.15384615384615,0,0.6993006993006993,0.6993006993006993,0.6993006993006993
1993,Czechoslovakia,22,0,22,0,0,0,9,0,0,0,15.945,0,0,0,4,0,18,0,0,0,0,0,27,15,0,45200,0,0,0,81.48148148148148,0,0,0,0
1993,Czechoslovakia,22,0,22,0,0,0,9,0,0,0,15.945,0,0,0,4,0,18,0,0,0,0,0,27,15,0,NA,0,0,0,81.48148148148148,0,0,0,0
1993,Slovakia,35,0,35,0,0,0,13,0,0,0,22.939,0,0,0,7,0,28,0,0,0,0,0,66,22,1,45212,0,0,0,53.03030303030303,0,0,0,0
1993,Slovakia,35,0,35,0,0,0,13,0,0,0,22.939,0,0,0,7,0,28,0,0,0,0,0,66,22,1,NA,0,0,0,53.03030303030303,0,0,0,0
1993,Czech Republic,20,1,20,1,0,0,11,0,0,0,12.094000000000001,0.46799999999999997,0,0,1,0,19,1,0,0,0,0,43,15,0,45213,1.0883720930232557,0,1.0883720930232557,46.51162790697674,2.3255813953488373,0,2.3255813953488373,0
1993,Czech Republic,20,1,20,1,0,0,11,0,0,0,12.094000000000001,0.46799999999999997,0,0,1,0,19,1,0,0,0,0,43,15,0,NA,1.0883720930232557,0,1.0883720930232557,46.51162790697674,2.3255813953488373,0,2.3255813953488373,0
1993,Germany,422,10,400,4,22,6,289,4,18,5,247.918,2.558,20.682000000000002,5.622,39,0,361,4,1,0,21,6,773,301,25,45300,0.33091849935316947,0.7272962483829236,1.058214747736093,54.59249676584734,0.517464424320828,0.7761966364812419,1.2936610608020698,1.1642949547218628
1993,Germany,422,10,400,4,22,6,289,4,18,5,247.918,2.558,20.682000000000002,5.622,39,0,361,4,1,0,21,6,773,301,25,NA,0.33091849935316947,0.7272962483829236,1.058214747736093,54.59249676584734,0.517464424320828,0.7761966364812419,1.2936610608020698,1.1642949547218628
1993,Hungary,43,0,40,0,3,0,12,0,2,0,22.519000000000002,0,2.85,0,1,0,39,0,0,0,3,0,73,22,1,45400,0,0,0,58.9041095890411,0,0,0,0
1993,Hungary,43,0,40,0,3,0,12,0,2,0,22.519000000000002,0,2.85,0,1,0,39,0,0,0,3,0,73,22,1,NA,0,0,0,58.9041095890411,0,0,0,0
1993,Poland,921,3,904,0,17,3,77,0,2,1,540.094,0,15.683,2.811,58,0,846,0,0,0,17,3,1796,581,31,45500,0,0.15651447661469933,0.15651447661469933,51.28062360801782,0,0.16703786191536749,0.16703786191536749,0.05567928730512249
1993,Poland,921,3,904,0,17,3,77,0,2,1,540.094,0,15.683,2.811,58,0,846,0,0,0,17,3,1796,581,31,NA,0,0.15651447661469933,0.15651447661469933,51.28062360801782,0,0.16703786191536749,0.16703786191536749,0.05567928730512249
1993,Romania,155,1,152,1,3,0,22,0,1,0,92.799,0.775,2.811,0,13,0,139,1,0,0,3,0,333,111,5,45600,0.23273273273273273,0,0.23273273273273273,46.546546546546544,0.3003003003003003,0,0.3003003003003003,0
1993,Romania,155,1,152,1,3,0,22,0,1,0,92.799,0.775,2.811,0,13,0,139,1,0,0,3,0,333,111,5,NA,0.23273273273273273,0,0.23273273273273273,46.546546546546544,0.3003003003003003,0,0.3003003003003003,0
1993,Yugoslavia,46,0,46,0,0,0,12,0,0,0,25.759,0,0,0,1,0,45,0,0,0,0,0,87,32,1,45700,0,0,0,52.87356321839081,0,0,0,0
1993,Yugoslavia,46,0,46,0,0,0,12,0,0,0,25.759,0,0,0,1,0,45,0,0,0,0,0,87,32,1,NA,0,0,0,52.87356321839081,0,0,0,0
1993,Croatia,25,0,25,0,0,0,7,0,0,0,14.904,0,0,0,1,0,24,0,0,0,0,0,53,16,0,45710,0,0,0,47.16981132075472,0,0,0,0
1993,Croatia,25,0,25,0,0,0,7,0,0,0,14.904,0,0,0,1,0,24,0,0,0,0,0,53,16,0,NA,0,0,0,47.16981132075472,0,0,0,0
1993,Montenegro,17,0,17,0,0,0,2,0,0,0,11.221,0,0,0,4,0,13,0,0,0,0,0,35,5,0,45720,0,0,0,48.57142857142857,0,0,0,0
1993,Montenegro,17,0,17,0,0,0,2,0,0,0,11.221,0,0,0,4,0,13,0,0,0,0,0,35,5,0,NA,0,0,0,48.57142857142857,0,0,0,0
1993,Serbia,19,0,18,0,1,0,4,0,1,0,11.484,0,0.937,0,1,0,17,0,0,0,1,0,37,15,2,45730,0,0,0,51.35135135135135,0,0,0,0
1993,Serbia,19,0,18,0,1,0,4,0,1,0,11.484,0,0.937,0,1,0,17,0,0,0,1,0,37,15,2,NA,0,0,0,51.35135135135135,0,0,0,0
1993,Bosnia,96,1,94,0,2,1,7,0,0,1,53.527,0,1.874,0.87,5,0,89,0,0,0,2,1,220,65,5,45740,0,0.39545454545454545,0.39545454545454545,43.63636363636363,0,0.45454545454545453,0.45454545454545453,0.45454545454545453
1993,Kosovo,3,0,3,0,0,0,0,0,0,0,2.018,0,0,0,0,0,3,0,0,0,0,0,4,1,0,NA,0,0,0,75,0,0,0,0
1993,Kosovo,3,0,3,0,0,0,0,0,0,0,2.018,0,0,0,0,0,3,0,0,0,0,0,4,1,0,45790,0,0,0,75,0,0,0,0
1993,Estonia,3,0,2,0,1,0,0,0,1,0,1.008,0,0.937,0,0,0,2,0,0,0,1,0,11,1,2,46000,0,0,0,27.27272727272727,0,0,0,0
1993,Estonia,3,0,2,0,1,0,0,0,1,0,1.008,0,0.937,0,0,0,2,0,0,0,1,0,11,1,2,NA,0,0,0,27.27272727272727,0,0,0,0
1993,Latvia,30,0,27,0,3,0,6,0,1,0,17.212,0,2.811,0,1,0,26,0,0,0,3,0,69,20,4,46100,0,0,0,43.47826086956522,0,0,0,0
1993,Latvia,30,0,27,0,3,0,6,0,1,0,17.212,0,2.811,0,1,0,26,0,0,0,3,0,69,20,4,NA,0,0,0,43.47826086956522,0,0,0,0
1993,Lithuania,41,0,40,0,1,0,6,0,1,0,23.44,0,0.976,0,1,0,39,0,0,0,1,0,87,29,5,46200,0,0,0,47.12643678160919,0,0,0,0
1993,Lithuania,41,0,40,0,1,0,6,0,1,0,23.44,0,0.976,0,1,0,39,0,0,0,1,0,87,29,5,NA,0,0,0,47.12643678160919,0,0,0,0
1993,Other USSR/Russia,839,5,819,2,20,3,97,0,8,1,499.878,1.2429999999999999,18.836,2.8890000000000002,80,0,739,2,1,0,19,3,1712,526,32,46500,0.07260514018691588,0.16875,0.2413551401869159,49.007009345794394,0.11682242990654204,0.17523364485981308,0.2920560747663551,0.05841121495327102
1993,Byelorussia,155,0,153,0,2,0,9,0,1,0,93.915,0,1.952,0,13,0,140,0,0,0,2,0,322,86,4,46510,0,0,0,48.13664596273292,0,0,0,0
1993,Byelorussia,155,0,153,0,2,0,9,0,1,0,93.915,0,1.952,0,13,0,140,0,0,0,2,0,322,86,4,NA,0,0,0,48.13664596273292,0,0,0,0
1993,Moldavia,71,1,70,1,1,0,2,0,0,0,41.238,1,0.87,0,8,1,62,0,0,0,1,0,152,51,1,46520,0.6578947368421052,0,0.6578947368421052,46.71052631578947,0.6578947368421052,0,0.6578947368421052,0
1993,Moldavia,71,1,70,1,1,0,2,0,0,0,41.238,1,0.87,0,8,1,62,0,0,0,1,0,152,51,1,NA,0.6578947368421052,0,0.6578947368421052,46.71052631578947,0.6578947368421052,0,0.6578947368421052,0
1993,Ukraine,777,3,756,2,21,1,27,1,2,0,447.278,1.775,19.289,0.937,58,1,698,1,2,0,19,1,1666,477,20,46530,0.10654261704681872,0.056242496998799525,0.16278511404561824,46.63865546218487,0.12004801920768307,0.060024009603841535,0.18007202881152462,0.060024009603841535
1993,Ukraine,777,3,756,2,21,1,27,1,2,0,447.278,1.775,19.289,0.937,58,1,698,1,2,0,19,1,1666,477,20,NA,0.10654261704681872,0.056242496998799525,0.16278511404561824,46.63865546218487,0.12004801920768307,0.060024009603841535,0.18007202881152462,0.060024009603841535
1993,Armenia,77,0,71,0,6,0,1,0,0,0,40.927,0,5.523,0,4,0,67,0,1,0,5,0,192,51,6,46540,0,0,0,40.10416666666667,0,0,0,0
1993,Armenia,77,0,71,0,6,0,1,0,0,0,40.927,0,5.523,0,4,0,67,0,1,0,5,0,192,51,6,NA,0,0,0,40.10416666666667,0,0,0,0
1993,Azerbaijan,71,0,69,0,2,0,4,0,1,0,45.006,0,1.846,0,7,0,62,0,0,0,2,0,136,40,0,46541,0,0,0,52.20588235294118,0,0,0,0
1993,Azerbaijan,71,0,69,0,2,0,4,0,1,0,45.006,0,1.846,0,7,0,62,0,0,0,2,0,136,40,0,NA,0,0,0,52.20588235294118,0,0,0,0
1993,Republic of Georgia,31,0,31,0,0,0,1,0,0,0,19.496,0,0,0,3,0,28,0,0,0,0,0,64,20,0,46542,0,0,0,48.4375,0,0,0,0
1993,Republic of Georgia,31,0,31,0,0,0,1,0,0,0,19.496,0,0,0,3,0,28,0,0,0,0,0,64,20,0,NA,0,0,0,48.4375,0,0,0,0
1993,Kazakhstan,39,0,38,0,1,0,3,0,1,0,22.043,0,0.937,0,2,0,36,0,0,0,1,0,85,28,0,46543,0,0,0,45.88235294117647,0,0,0,0
1993,Kazakhstan,39,0,38,0,1,0,3,0,1,0,22.043,0,0.937,0,2,0,36,0,0,0,1,0,85,28,0,NA,0,0,0,45.88235294117647,0,0,0,0
1993,Kirghizia,1,0,1,0,0,0,0,0,0,0,0.775,0,0,0,0,0,1,0,0,0,0,0,3,2,0,46544,0,0,0,33.33333333333333,0,0,0,0
1993,Uzbekistan,126,0,125,0,1,0,2,0,1,0,72.616,0,0.976,0,7,0,118,0,0,0,1,0,313,92,5,46547,0,0,0,40.2555910543131,0,0,0,0
1993,Uzbekistan,126,0,125,0,1,0,2,0,1,0,72.616,0,0.976,0,7,0,118,0,0,0,1,0,313,92,5,NA,0,0,0,40.2555910543131,0,0,0,0
1993,"USSR, ns",175,1,170,0,5,1,12,0,2,1,104.768,0,4.763,0.976,14,0,156,0,0,0,5,1,310,90,5,46590,0,0.31483870967741934,0.31483870967741934,56.451612903225815,0,0.3225806451612903,0.3225806451612903,0.3225806451612903
1993,"USSR, ns",175,1,170,0,5,1,12,0,2,1,104.768,0,4.763,0.976,14,0,156,0,0,0,5,1,310,90,5,NA,0,0.31483870967741934,0.31483870967741934,56.451612903225815,0,0.3225806451612903,0.3225806451612903,0.3225806451612903
1993,"Europe, ns.",23,0,23,0,0,0,7,0,0,0,12.639999999999999,0,0,0,0,0,23,0,0,0,0,0,52,15,0,49900,0,0,0,44.230769230769226,0,0,0,0
1993,"Europe, ns.",23,0,23,0,0,0,7,0,0,0,12.639999999999999,0,0,0,0,0,23,0,0,0,0,0,52,15,0,NA,0,0,0,44.230769230769226,0,0,0,0
1993,China,2468,6,2436,6,32,0,152,2,10,0,1510.836,5.1,30.098,0,198,2,2238,4,2,0,30,0,4299,1482,45,50000,0.11863224005582694,0,0.11863224005582694,57.40869969760409,0.13956734124214934,0,0.13956734124214934,0.04652244708071644
1993,Hong Kong,290,3,286,2,4,1,37,0,4,0,180.207,1.55,3.787,0.937,29,0,257,2,0,0,4,1,661,208,11,50010,0.2344931921331316,0.1417549167927383,0.3762481089258699,43.872919818456886,0.30257186081694404,0.15128593040847202,0.45385779122541603,0
1993,Hong Kong,290,3,286,2,4,1,37,0,4,0,180.207,1.55,3.787,0.937,29,0,257,2,0,0,4,1,661,208,11,NA,0.2344931921331316,0.1417549167927383,0.3762481089258699,43.872919818456886,0.30257186081694404,0.15128593040847202,0.45385779122541603,0
1993,Taiwan,397,1,393,0,4,1,59,0,3,0,246.349,0,3.85,0.937,29,0,364,0,1,0,3,1,787,291,8,50040,0,0.1190597204574333,0.1190597204574333,50.444726810673444,0,0.12706480304955528,0.12706480304955528,0
1993,Taiwan,397,1,393,0,4,1,59,0,3,0,246.349,0,3.85,0.937,29,0,364,0,1,0,3,1,787,291,8,NA,0,0.1190597204574333,0.1190597204574333,50.444726810673444,0,0.12706480304955528,0.12706480304955528,0
1993,Japan,335,3,325,0,10,3,177,0,7,3,205.697,0,9.494,2.811,31,0,294,0,1,0,9,3,600,253,17,50100,0,0.46849999999999997,0.46849999999999997,55.833333333333336,0,0.5,0.5,0.5
1993,Japan,335,3,325,0,10,3,177,0,7,3,205.697,0,9.494,2.811,31,0,294,0,1,0,9,3,600,253,17,NA,0,0.46849999999999997,0.46849999999999997,55.833333333333336,0,0.5,0.5,0.5
1993,Korea,741,3,735,3,6,0,108,0,2,0,449.688,1.404,5.287,0,60,0,675,3,0,0,6,0,1845,550,16,50200,0.07609756097560975,0,0.07609756097560975,40.16260162601626,0.16260162601626016,0,0.16260162601626016,0
1993,Korea,741,3,735,3,6,0,108,0,2,0,449.688,1.404,5.287,0,60,0,675,3,0,0,6,0,1845,550,16,NA,0.07609756097560975,0,0.07609756097560975,40.16260162601626,0.16260162601626016,0,0.16260162601626016,0
1993,"East Asia, ns",4,0,4,0,0,0,1,0,0,0,1.8719999999999999,0,0,0,0,0,4,0,0,0,0,0,7,4,0,50900,0,0,0,57.14285714285714,0,0,0,0
1993,"East Asia, ns",4,0,4,0,0,0,1,0,0,0,1.8719999999999999,0,0,0,0,0,4,0,0,0,0,0,7,4,0,NA,0,0,0,57.14285714285714,0,0,0,0
1993,Cambodia (Kampuchea),51,0,49,0,2,0,5,0,1,0,28.552999999999997,0,1.74,0,3,0,46,0,0,0,2,0,163,46,2,51100,0,0,0,31.28834355828221,0,0,0,0
1993,Cambodia (Kampuchea),51,0,49,0,2,0,5,0,1,0,28.552999999999997,0,1.74,0,3,0,46,0,0,0,2,0,163,46,2,NA,0,0,0,31.28834355828221,0,0,0,0
1993,Indonesia,93,3,93,1,0,2,25,1,0,0,58.141000000000005,0.46799999999999997,0,1.874,10,0,83,1,0,0,0,2,191,62,1,51200,0.24502617801047116,0.981151832460733,1.2261780104712041,48.69109947643979,0.5235602094240838,1.0471204188481675,1.5706806282722514,0.5235602094240838
1993,Indonesia,93,3,93,1,0,2,25,1,0,0,58.141000000000005,0.46799999999999997,0,1.874,10,0,83,1,0,0,0,2,191,62,1,NA,0.24502617801047116,0.981151832460733,1.2261780104712041,48.69109947643979,0.5235602094240838,1.0471204188481675,1.5706806282722514,0.5235602094240838
1993,Laos,123,1,118,1,5,0,7,1,2,0,74.312,0.46799999999999997,4.696,0,12,0,106,1,0,0,5,0,351,104,15,51300,0.13333333333333333,0,0.13333333333333333,35.04273504273504,0.2849002849002849,0,0.2849002849002849,0.2849002849002849
1993,Laos,123,1,118,1,5,0,7,1,2,0,74.312,0.46799999999999997,4.696,0,12,0,106,1,0,0,5,0,351,104,15,NA,0.13333333333333333,0,0.13333333333333333,35.04273504273504,0.2849002849002849,0,0.2849002849002849,0.2849002849002849
1993,Malaysia,86,1,85,0,1,1,21,0,0,1,53.57899999999999,0,0.937,0.937,5,0,80,0,0,0,1,1,138,61,3,51400,0,0.6789855072463769,0.6789855072463769,62.31884057971014,0,0.7246376811594203,0.7246376811594203,0.7246376811594203
1993,Malaysia,86,1,85,0,1,1,21,0,0,1,53.57899999999999,0,0.937,0.937,5,0,80,0,0,0,1,1,138,61,3,NA,0,0.6789855072463769,0.6789855072463769,62.31884057971014,0,0.7246376811594203,0.7246376811594203,0.7246376811594203
1993,Philippines,2201,25,2150,16,51,9,535,7,28,7,1284.458,11.684000000000001,47.757,8.483,161,3,1989,13,3,0,48,9,4794,1465,86,51500,0.2437213183145599,0.17695035460992908,0.420671672924489,45.911556111806426,0.3337505214851898,0.18773466833541927,0.5214851898206091,0.2920317062995411
1993,Philippines,2201,25,2150,16,51,9,535,7,28,7,1284.458,11.684000000000001,47.757,8.483,161,3,1989,13,3,0,48,9,4794,1465,86,NA,0.2437213183145599,0.17695035460992908,0.420671672924489,45.911556111806426,0.3337505214851898,0.18773466833541927,0.5214851898206091,0.2920317062995411
1993,Singapore,22,0,22,0,0,0,7,0,0,0,14.421,0,0,0,1,0,21,0,0,0,0,0,48,16,0,51600,0,0,0,45.83333333333333,0,0,0,0
1993,Singapore,22,0,22,0,0,0,7,0,0,0,14.421,0,0,0,1,0,21,0,0,0,0,0,48,16,0,NA,0,0,0,45.83333333333333,0,0,0,0
1993,Thailand,121,2,115,0,6,2,44,0,3,2,65.30799999999999,0,5.7780000000000005,1.874,3,0,112,0,0,0,6,2,490,113,22,51700,0,0.38244897959183677,0.38244897959183677,24.693877551020407,0,0.40816326530612246,0.40816326530612246,0.40816326530612246
1993,Thailand,121,2,115,0,6,2,44,0,3,2,65.30799999999999,0,5.7780000000000005,1.874,3,0,112,0,0,0,6,2,490,113,22,NA,0,0.38244897959183677,0.38244897959183677,24.693877551020407,0,0.40816326530612246,0.40816326530612246,0.40816326530612246
1993,Vietnam,2356,9,2294,5,62,4,112,2,12,3,1351.896,3.179,57.792,3.787,154,1,2140,4,4,0,58,4,5545,1510,77,51800,0.05733092876465284,0.06829576194770062,0.12562669071235347,42.48872858431019,0.09017132551848511,0.0721370604147881,0.1623083859332732,0.09017132551848511
1993,Vietnam,2356,9,2294,5,62,4,112,2,12,3,1351.896,3.179,57.792,3.787,154,1,2140,4,4,0,58,4,5545,1510,77,NA,0.05733092876465284,0.06829576194770062,0.12562669071235347,42.48872858431019,0.09017132551848511,0.0721370604147881,0.1623083859332732,0.09017132551848511
1993,Afghanistan,53,0,53,0,0,0,0,0,0,0,31.450000000000003,0,0,0,7,0,46,0,0,0,0,0,123,39,0,52000,0,0,0,43.08943089430895,0,0,0,0
1993,Afghanistan,53,0,53,0,0,0,0,0,0,0,31.450000000000003,0,0,0,7,0,46,0,0,0,0,0,123,39,0,NA,0,0,0,43.08943089430895,0,0,0,0
