state,year,same_sex,imm_couple,n,n_unweighted,n_ar,n_unweighted_ar,post_2013,group_fe
Mississippi,2015,FALSE,none,804583,8091,804583,8091,TRUE,Mississippi_FALSE_none
Mississippi,2015,FALSE,one,10803,116,10803,116,TRUE,Mississippi_FALSE_one
Mississippi,2015,FALSE,two,12075,128,12075,128,TRUE,Mississippi_FALSE_two
Mississippi,2015,TRUE,none,6532,69,6532,69,TRUE,Mississippi_TRUE_none
Mississippi,2015,TRUE,one,49,2,49,2,TRUE,Mississippi_TRUE_one
Mississippi,2015,TRUE,two,0,0,0,0,TRUE,Mississippi_TRUE_two
Mississippi,2016,FALSE,none,795422,8071,795422,8071,TRUE,Mississippi_FALSE_none
Mississippi,2016,FALSE,one,11841,124,11841,124,TRUE,Mississippi_FALSE_one
Mississippi,2016,FALSE,two,12466,122,12466,122,TRUE,Mississippi_FALSE_two
Mississippi,2016,TRUE,none,5736,64,5736,64,TRUE,Mississippi_TRUE_none
Mississippi,2016,TRUE,one,215,4,215,4,TRUE,Mississippi_TRUE_one
Mississippi,2016,TRUE,two,0,0,0,0,TRUE,Mississippi_TRUE_two
Mississippi,2017,FALSE,none,777527,7745,777527,7745,TRUE,Mississippi_FALSE_none
Mississippi,2017,FALSE,one,9372,137,9372,137,TRUE,Mississippi_FALSE_one
Mississippi,2017,FALSE,two,13439,145,13439,145,TRUE,Mississippi_FALSE_two
Mississippi,2017,TRUE,none,7926,79,7926,79,TRUE,Mississippi_TRUE_none
Mississippi,2017,TRUE,one,211,2,211,2,TRUE,Mississippi_TRUE_one
Mississippi,2017,TRUE,two,0,0,0,0,TRUE,Mississippi_TRUE_two
Mississippi,2018,FALSE,none,773081,7903,773081,7903,TRUE,Mississippi_FALSE_none
Mississippi,2018,FALSE,one,15149,141,15149,141,TRUE,Mississippi_FALSE_one
Mississippi,2018,FALSE,two,13451,110,13451,110,TRUE,Mississippi_FALSE_two
Mississippi,2018,TRUE,none,7131,90,7131,90,TRUE,Mississippi_TRUE_none
Mississippi,2018,TRUE,one,274,4,274,4,TRUE,Mississippi_TRUE_one
Mississippi,2018,TRUE,two,155,2,155,2,TRUE,Mississippi_TRUE_two
Mississippi,2019,FALSE,none,746069,7673,746069,7673,TRUE,Mississippi_FALSE_none
Mississippi,2019,FALSE,one,15461,173,15461,173,TRUE,Mississippi_FALSE_one
Mississippi,2019,FALSE,two,13140,135,13140,135,TRUE,Mississippi_FALSE_two
Mississippi,2019,TRUE,none,6006,76,6006,76,TRUE,Mississippi_TRUE_none
Mississippi,2019,TRUE,one,0,0,0,0,TRUE,Mississippi_TRUE_one
Mississippi,2019,TRUE,two,0,0,0,0,TRUE,Mississippi_TRUE_two
Missouri,2008,FALSE,none,1963948,21132,1963948,21132,FALSE,Missouri_FALSE_none
Missouri,2008,FALSE,one,43017,399,43017,399,FALSE,Missouri_FALSE_one
Missouri,2008,FALSE,two,49176,449,49176,449,FALSE,Missouri_FALSE_two
Missouri,2008,TRUE,none,13677,132,13677,132,FALSE,Missouri_TRUE_none
Missouri,2008,TRUE,one,747,6,747,6,FALSE,Missouri_TRUE_one
Missouri,2008,TRUE,two,54,2,54,2,FALSE,Missouri_TRUE_two
Missouri,2009,FALSE,none,1955824,21010,1955824,21010,FALSE,Missouri_FALSE_none
Missouri,2009,FALSE,one,39326,404,39326,404,FALSE,Missouri_FALSE_one
Missouri,2009,FALSE,two,49036,411,49036,411,FALSE,Missouri_FALSE_two
Missouri,2009,TRUE,none,17169,181,17169,181,FALSE,Missouri_TRUE_none
Missouri,2009,TRUE,one,939,2,939,2,FALSE,Missouri_TRUE_one
Missouri,2009,TRUE,two,655,2,655,2,FALSE,Missouri_TRUE_two
Missouri,2010,FALSE,none,1913082,20769,1913082,20769,FALSE,Missouri_FALSE_none
Missouri,2010,FALSE,one,38458,367,38458,367,FALSE,Missouri_FALSE_one
Missouri,2010,FALSE,two,56182,473,56182,473,FALSE,Missouri_FALSE_two
Missouri,2010,TRUE,none,17443,153,17443,153,FALSE,Missouri_TRUE_none
Missouri,2010,TRUE,one,1116,6,1116,6,FALSE,Missouri_TRUE_one
Missouri,2010,TRUE,two,0,0,0,0,FALSE,Missouri_TRUE_two
Missouri,2011,FALSE,none,1899256,20237,1899256,20237,FALSE,Missouri_FALSE_none
Missouri,2011,FALSE,one,46217,387,46217,387,FALSE,Missouri_FALSE_one
Missouri,2011,FALSE,two,62382,489,62382,489,FALSE,Missouri_FALSE_two
Missouri,2011,TRUE,none,15887,175,15887,175,FALSE,Missouri_TRUE_none
Missouri,2011,TRUE,one,730,4,730,4,FALSE,Missouri_TRUE_one
Missouri,2011,TRUE,two,0,0,0,0,FALSE,Missouri_TRUE_two
Missouri,2012,FALSE,none,1867729,19963,1867729,19963,FALSE,Missouri_FALSE_none
Missouri,2012,FALSE,one,39051,388,39051,388,FALSE,Missouri_FALSE_one
Missouri,2012,FALSE,two,55873,470,55873,470,FALSE,Missouri_FALSE_two
Missouri,2012,TRUE,none,16651,181,16651,181,FALSE,Missouri_TRUE_none
Missouri,2012,TRUE,one,309,4,309,4,FALSE,Missouri_TRUE_one
Missouri,2012,TRUE,two,0,0,0,0,FALSE,Missouri_TRUE_two
Missouri,2013,FALSE,none,1874183,20003,1874183,20003,FALSE,Missouri_FALSE_none
Missouri,2013,FALSE,one,50449,445,50449,445,FALSE,Missouri_FALSE_one
Missouri,2013,FALSE,two,54357,429,54357,429,FALSE,Missouri_FALSE_two
Missouri,2013,TRUE,none,19261,174,19261,174,FALSE,Missouri_TRUE_none
Missouri,2013,TRUE,one,953,11,953,11,FALSE,Missouri_TRUE_one
Missouri,2013,TRUE,two,0,0,0,0,FALSE,Missouri_TRUE_two
Missouri,2014,FALSE,none,1830152,19523,1830152,19523,TRUE,Missouri_FALSE_none
Missouri,2014,FALSE,one,40615,376,40615,376,TRUE,Missouri_FALSE_one
Missouri,2014,FALSE,two,53127,420,53127,420,TRUE,Missouri_FALSE_two
Missouri,2014,TRUE,none,19359,203,19359,203,TRUE,Missouri_TRUE_none
Missouri,2014,TRUE,one,1921,12,1921,12,TRUE,Missouri_TRUE_one
Missouri,2014,TRUE,two,372,3,372,3,TRUE,Missouri_TRUE_two
Missouri,2015,FALSE,none,1843298,19667,1843298,19667,TRUE,Missouri_FALSE_none
Missouri,2015,FALSE,one,47959,417,47959,417,TRUE,Missouri_FALSE_one
Missouri,2015,FALSE,two,56795,455,56795,455,TRUE,Missouri_FALSE_two
Missouri,2015,TRUE,none,22722,239,22722,239,TRUE,Missouri_TRUE_none
Missouri,2015,TRUE,one,720,10,720,10,TRUE,Missouri_TRUE_one
Missouri,2015,TRUE,two,148,2,148,2,TRUE,Missouri_TRUE_two
Missouri,2016,FALSE,none,1818554,19289,1818554,19289,TRUE,Missouri_FALSE_none
Missouri,2016,FALSE,one,44403,391,44403,391,TRUE,Missouri_FALSE_one
Missouri,2016,FALSE,two,72032,542,72032,542,TRUE,Missouri_FALSE_two
Missouri,2016,TRUE,none,22173,229,22173,229,TRUE,Missouri_TRUE_none
Missouri,2016,TRUE,one,545,8,545,8,TRUE,Missouri_TRUE_one
Missouri,2016,TRUE,two,295,2,295,2,TRUE,Missouri_TRUE_two
Missouri,2017,FALSE,none,1791857,19255,1791857,19255,TRUE,Missouri_FALSE_none
Missouri,2017,FALSE,one,43536,457,43536,457,TRUE,Missouri_FALSE_one
Missouri,2017,FALSE,two,62400,504,62400,504,TRUE,Missouri_FALSE_two
Missouri,2017,TRUE,none,24920,259,24920,259,TRUE,Missouri_TRUE_none
Missouri,2017,TRUE,one,333,8,333,8,TRUE,Missouri_TRUE_one
Missouri,2017,TRUE,two,187,2,187,2,TRUE,Missouri_TRUE_two
Missouri,2018,FALSE,none,1820225,19294,1820225,19294,TRUE,Missouri_FALSE_none
Missouri,2018,FALSE,one,46680,420,46680,420,TRUE,Missouri_FALSE_one
Missouri,2018,FALSE,two,69033,475,69033,475,TRUE,Missouri_FALSE_two
Missouri,2018,TRUE,none,26057,266,26057,266,TRUE,Missouri_TRUE_none
Missouri,2018,TRUE,one,1500,8,1500,8,TRUE,Missouri_TRUE_one
Missouri,2018,TRUE,two,0,0,0,0,TRUE,Missouri_TRUE_two
Missouri,2019,FALSE,none,1812287,19301,1812287,19301,TRUE,Missouri_FALSE_none
Missouri,2019,FALSE,one,58102,516,58102,516,TRUE,Missouri_FALSE_one
Missouri,2019,FALSE,two,59306,447,59306,447,TRUE,Missouri_FALSE_two
Missouri,2019,TRUE,none,31908,297,31908,297,TRUE,Missouri_TRUE_none
Missouri,2019,TRUE,one,2210,16,2210,16,TRUE,Missouri_TRUE_one
Missouri,2019,TRUE,two,1456,2,1456,2,TRUE,Missouri_TRUE_two
Montana,2008,FALSE,none,320432,3470,320432,3470,FALSE,Montana_FALSE_none
Montana,2008,FALSE,one,8319,79,8319,79,FALSE,Montana_FALSE_one
Montana,2008,FALSE,two,2231,20,2231,20,FALSE,Montana_FALSE_two
Montana,2008,TRUE,none,1911,18,1911,18,FALSE,Montana_TRUE_none
Montana,2008,TRUE,one,0,0,0,0,FALSE,Montana_TRUE_one
Montana,2008,TRUE,two,0,0,0,0,FALSE,Montana_TRUE_two
Montana,2009,FALSE,none,323447,3368,323447,3368,FALSE,Montana_FALSE_none
Montana,2009,FALSE,one,6941,73,6941,73,FALSE,Montana_FALSE_one
Montana,2009,FALSE,two,1866,16,1866,16,FALSE,Montana_FALSE_two
Montana,2009,TRUE,none,1499,15,1499,15,FALSE,Montana_TRUE_none
Montana,2009,TRUE,one,341,2,341,2,FALSE,Montana_TRUE_one
Montana,2009,TRUE,two,0,0,0,0,FALSE,Montana_TRUE_two
Montana,2010,FALSE,none,346245,3625,346245,3625,FALSE,Montana_FALSE_none
Montana,2010,FALSE,one,9332,83,9332,83,FALSE,Montana_FALSE_one
Montana,2010,FALSE,two,1979,15,1979,15,FALSE,Montana_FALSE_two
Montana,2010,TRUE,none,1931,16,1931,16,FALSE,Montana_TRUE_none
Montana,2010,TRUE,one,0,0,0,0,FALSE,Montana_TRUE_one
Montana,2010,TRUE,two,0,0,0,0,FALSE,Montana_TRUE_two
Montana,2011,FALSE,none,336866,3568,336866,3568,FALSE,Montana_FALSE_none
Montana,2011,FALSE,one,7917,70,7917,70,FALSE,Montana_FALSE_one
Montana,2011,FALSE,two,1650,14,1650,14,FALSE,Montana_FALSE_two
Montana,2011,TRUE,none,1845,19,1845,19,FALSE,Montana_TRUE_none
Montana,2011,TRUE,one,1015,2,1015,2,FALSE,Montana_TRUE_one
Montana,2011,TRUE,two,0,0,0,0,FALSE,Montana_TRUE_two
Montana,2012,FALSE,none,338620,3490,338620,3490,FALSE,Montana_FALSE_none
Montana,2012,FALSE,one,8543,75,8543,75,FALSE,Montana_FALSE_one
Montana,2012,FALSE,two,435,8,435,8,FALSE,Montana_FALSE_two
Montana,2012,TRUE,none,1761,19,1761,19,FALSE,Montana_TRUE_none
Montana,2012,TRUE,one,0,0,0,0,FALSE,Montana_TRUE_one
Montana,2012,TRUE,two,0,0,0,0,FALSE,Montana_TRUE_two
Montana,2013,FALSE,none,335560,3522,335560,3522,FALSE,Montana_FALSE_none
Montana,2013,FALSE,one,6794,78,6794,78,FALSE,Montana_FALSE_one
Montana,2013,FALSE,two,2760,22,2760,22,FALSE,Montana_FALSE_two
Montana,2013,TRUE,none,2236,28,2236,28,FALSE,Montana_TRUE_none
Montana,2013,TRUE,one,0,0,0,0,FALSE,Montana_TRUE_one
Montana,2013,TRUE,two,0,0,0,0,FALSE,Montana_TRUE_two
Montana,2014,FALSE,none,333536,3365,333536,3365,TRUE,Montana_FALSE_none
Montana,2014,FALSE,one,7882,79,7882,79,TRUE,Montana_FALSE_one
Montana,2014,FALSE,two,2455,20,2455,20,TRUE,Montana_FALSE_two
Montana,2014,TRUE,none,2480,30,2480,30,TRUE,Montana_TRUE_none
Montana,2014,TRUE,one,0,0,0,0,TRUE,Montana_TRUE_one
Montana,2014,TRUE,two,0,0,0,0,TRUE,Montana_TRUE_two
Montana,2015,FALSE,none,331057,3406,331057,3406,TRUE,Montana_FALSE_none
Montana,2015,FALSE,one,11210,86,11210,86,TRUE,Montana_FALSE_one
Montana,2015,FALSE,two,1182,10,1182,10,TRUE,Montana_FALSE_two
Montana,2015,TRUE,none,3032,20,3032,20,TRUE,Montana_TRUE_none
Montana,2015,TRUE,one,0,0,0,0,TRUE,Montana_TRUE_one
Montana,2015,TRUE,two,0,0,0,0,TRUE,Montana_TRUE_two
Montana,2016,FALSE,none,332051,3430,332051,3430,TRUE,Montana_FALSE_none
Montana,2016,FALSE,one,7728,80,7728,80,TRUE,Montana_FALSE_one
Montana,2016,FALSE,two,535,6,535,6,TRUE,Montana_FALSE_two
Montana,2016,TRUE,none,2168,23,2168,23,TRUE,Montana_TRUE_none
Montana,2016,TRUE,one,0,0,0,0,TRUE,Montana_TRUE_one
Montana,2016,TRUE,two,0,0,0,0,TRUE,Montana_TRUE_two
Montana,2017,FALSE,none,336648,3395,336648,3395,TRUE,Montana_FALSE_none
Montana,2017,FALSE,one,8274,89,8274,89,TRUE,Montana_FALSE_one
Montana,2017,FALSE,two,1605,7,1605,7,TRUE,Montana_FALSE_two
Montana,2017,TRUE,none,5525,46,5525,46,TRUE,Montana_TRUE_none
Montana,2017,TRUE,one,316,2,316,2,TRUE,Montana_TRUE_one
Montana,2017,TRUE,two,0,0,0,0,TRUE,Montana_TRUE_two
Montana,2018,FALSE,none,338042,3349,338042,3349,TRUE,Montana_FALSE_none
Montana,2018,FALSE,one,11264,101,11264,101,TRUE,Montana_FALSE_one
Montana,2018,FALSE,two,2344,15,2344,15,TRUE,Montana_FALSE_two
Montana,2018,TRUE,none,3015,31,3015,31,TRUE,Montana_TRUE_none
Montana,2018,TRUE,one,0,0,0,0,TRUE,Montana_TRUE_one
Montana,2018,TRUE,two,0,0,0,0,TRUE,Montana_TRUE_two
Montana,2019,FALSE,none,339116,3469,339116,3469,TRUE,Montana_FALSE_none
Montana,2019,FALSE,one,6008,77,6008,77,TRUE,Montana_FALSE_one
Montana,2019,FALSE,two,2057,15,2057,15,TRUE,Montana_FALSE_two
Montana,2019,TRUE,none,2527,22,2527,22,TRUE,Montana_TRUE_none
Montana,2019,TRUE,one,51,2,51,2,TRUE,Montana_TRUE_one
Montana,2019,TRUE,two,0,0,0,0,TRUE,Montana_TRUE_two
Nebraska,2008,FALSE,none,612088,6697,612088,6697,FALSE,Nebraska_FALSE_none
Nebraska,2008,FALSE,one,12724,110,12724,110,FALSE,Nebraska_FALSE_one
Nebraska,2008,FALSE,two,24525,150,24525,150,FALSE,Nebraska_FALSE_two
Nebraska,2008,TRUE,none,3310,26,3310,26,FALSE,Nebraska_TRUE_none
Nebraska,2008,TRUE,one,0,0,0,0,FALSE,Nebraska_TRUE_one
Nebraska,2008,TRUE,two,0,0,0,0,FALSE,Nebraska_TRUE_two
Nebraska,2009,FALSE,none,594321,6505,594321,6505,FALSE,Nebraska_FALSE_none
Nebraska,2009,FALSE,one,13803,133,13803,133,FALSE,Nebraska_FALSE_one
Nebraska,2009,FALSE,two,24706,155,24706,155,FALSE,Nebraska_FALSE_two
Nebraska,2009,TRUE,none,2184,28,2184,28,FALSE,Nebraska_TRUE_none
Nebraska,2009,TRUE,one,386,2,386,2,FALSE,Nebraska_TRUE_one
Nebraska,2009,TRUE,two,0,0,0,0,FALSE,Nebraska_TRUE_two
Nebraska,2010,FALSE,none,599431,6467,599431,6467,FALSE,Nebraska_FALSE_none
Nebraska,2010,FALSE,one,16609,139,16609,139,FALSE,Nebraska_FALSE_one
Nebraska,2010,FALSE,two,28627,177,28627,177,FALSE,Nebraska_FALSE_two
Nebraska,2010,TRUE,none,4046,35,4046,35,FALSE,Nebraska_TRUE_none
Nebraska,2010,TRUE,one,0,0,0,0,FALSE,Nebraska_TRUE_one
Nebraska,2010,TRUE,two,0,0,0,0,FALSE,Nebraska_TRUE_two
Nebraska,2011,FALSE,none,591915,6394,591915,6394,FALSE,Nebraska_FALSE_none
Nebraska,2011,FALSE,one,19310,129,19310,129,FALSE,Nebraska_FALSE_one
Nebraska,2011,FALSE,two,27046,149,27046,149,FALSE,Nebraska_FALSE_two
Nebraska,2011,TRUE,none,3713,35,3713,35,FALSE,Nebraska_TRUE_none
Nebraska,2011,TRUE,one,690,4,690,4,FALSE,Nebraska_TRUE_one
Nebraska,2011,TRUE,two,0,0,0,0,FALSE,Nebraska_TRUE_two
Nebraska,2012,FALSE,none,587585,6341,587585,6341,FALSE,Nebraska_FALSE_none
Nebraska,2012,FALSE,one,21509,148,21509,148,FALSE,Nebraska_FALSE_one
Nebraska,2012,FALSE,two,34041,195,34041,195,FALSE,Nebraska_FALSE_two
Nebraska,2012,TRUE,none,2444,25,2444,25,FALSE,Nebraska_TRUE_none
Nebraska,2012,TRUE,one,0,0,0,0,FALSE,Nebraska_TRUE_one
Nebraska,2012,TRUE,two,731,2,731,2,FALSE,Nebraska_TRUE_two
Nebraska,2013,FALSE,none,587991,6420,587991,6420,FALSE,Nebraska_FALSE_none
Nebraska,2013,FALSE,one,15677,117,15677,117,FALSE,Nebraska_FALSE_one
Nebraska,2013,FALSE,two,28596,171,28596,171,FALSE,Nebraska_FALSE_two
Nebraska,2013,TRUE,none,5320,49,5320,49,FALSE,Nebraska_TRUE_none
Nebraska,2013,TRUE,one,0,0,0,0,FALSE,Nebraska_TRUE_one
Nebraska,2013,TRUE,two,0,0,0,0,FALSE,Nebraska_TRUE_two
Nebraska,2014,FALSE,none,592178,6431,592178,6431,TRUE,Nebraska_FALSE_none
Nebraska,2014,FALSE,one,15789,124,15789,124,TRUE,Nebraska_FALSE_one
Nebraska,2014,FALSE,two,30373,197,30373,197,TRUE,Nebraska_FALSE_two
Nebraska,2014,TRUE,none,6418,45,6418,45,TRUE,Nebraska_TRUE_none
Nebraska,2014,TRUE,one,114,1,114,1,TRUE,Nebraska_TRUE_one
Nebraska,2014,TRUE,two,0,0,0,0,TRUE,Nebraska_TRUE_two
Nebraska,2015,FALSE,none,579651,6325,579651,6325,TRUE,Nebraska_FALSE_none
Nebraska,2015,FALSE,one,18450,138,18450,138,TRUE,Nebraska_FALSE_one
Nebraska,2015,FALSE,two,27736,173,27736,173,TRUE,Nebraska_FALSE_two
Nebraska,2015,TRUE,none,5138,44,5138,44,TRUE,Nebraska_TRUE_none
Nebraska,2015,TRUE,one,269,2,269,2,TRUE,Nebraska_TRUE_one
Nebraska,2015,TRUE,two,238,2,238,2,TRUE,Nebraska_TRUE_two
Nebraska,2016,FALSE,none,570282,6154,570282,6154,TRUE,Nebraska_FALSE_none
Nebraska,2016,FALSE,one,15124,125,15124,125,TRUE,Nebraska_FALSE_one
Nebraska,2016,FALSE,two,38770,204,38770,204,TRUE,Nebraska_FALSE_two
Nebraska,2016,TRUE,none,5833,59,5833,59,TRUE,Nebraska_TRUE_none
Nebraska,2016,TRUE,one,182,2,182,2,TRUE,Nebraska_TRUE_one
Nebraska,2016,TRUE,two,0,0,0,0,TRUE,Nebraska_TRUE_two
Nebraska,2017,FALSE,none,583304,6380,583304,6380,TRUE,Nebraska_FALSE_none
Nebraska,2017,FALSE,one,21187,159,21187,159,TRUE,Nebraska_FALSE_one
Nebraska,2017,FALSE,two,34076,227,34076,227,TRUE,Nebraska_FALSE_two
Nebraska,2017,TRUE,none,4654,40,4654,40,TRUE,Nebraska_TRUE_none
Nebraska,2017,TRUE,one,193,2,193,2,TRUE,Nebraska_TRUE_one
Nebraska,2017,TRUE,two,228,2,228,2,TRUE,Nebraska_TRUE_two
Nebraska,2018,FALSE,none,571169,6160,571169,6160,TRUE,Nebraska_FALSE_none
Nebraska,2018,FALSE,one,22711,158,22711,158,TRUE,Nebraska_FALSE_one
Nebraska,2018,FALSE,two,39331,229,39331,229,TRUE,Nebraska_FALSE_two
Nebraska,2018,TRUE,none,5783,55,5783,55,TRUE,Nebraska_TRUE_none
Nebraska,2018,TRUE,one,614,2,614,2,TRUE,Nebraska_TRUE_one
Nebraska,2018,TRUE,two,0,0,0,0,TRUE,Nebraska_TRUE_two
Nebraska,2019,FALSE,none,585969,6350,585969,6350,TRUE,Nebraska_FALSE_none
Nebraska,2019,FALSE,one,18251,149,18251,149,TRUE,Nebraska_FALSE_one
Nebraska,2019,FALSE,two,35458,166,35458,166,TRUE,Nebraska_FALSE_two
Nebraska,2019,TRUE,none,4354,44,4354,44,TRUE,Nebraska_TRUE_none
Nebraska,2019,TRUE,one,316,4,316,4,TRUE,Nebraska_TRUE_one
Nebraska,2019,TRUE,two,0,0,0,0,TRUE,Nebraska_TRUE_two
Nevada,2008,FALSE,none,568033,6288,568033,6288,FALSE,Nevada_FALSE_none
Nevada,2008,FALSE,one,61176,687,61176,687,FALSE,Nevada_FALSE_one
Nevada,2008,FALSE,two,117767,1113,117767,1113,FALSE,Nevada_FALSE_two
Nevada,2008,TRUE,none,6025,73,6025,73,FALSE,Nevada_TRUE_none
Nevada,2008,TRUE,one,1341,7,1341,7,FALSE,Nevada_TRUE_one
Nevada,2008,TRUE,two,159,1,159,1,FALSE,Nevada_TRUE_two
Nevada,2009,FALSE,none,566252,6235,566252,6235,FALSE,Nevada_FALSE_none
Nevada,2009,FALSE,one,62886,677,62886,677,FALSE,Nevada_FALSE_one
Nevada,2009,FALSE,two,122217,1161,122217,1161,FALSE,Nevada_FALSE_two
Nevada,2009,TRUE,none,7757,97,7757,97,FALSE,Nevada_TRUE_none
Nevada,2009,TRUE,one,333,5,333,5,FALSE,Nevada_TRUE_one
Nevada,2009,TRUE,two,251,5,251,5,FALSE,Nevada_TRUE_two
Nevada,2010,FALSE,none,558601,6076,558601,6076,FALSE,Nevada_FALSE_none
Nevada,2010,FALSE,one,63912,700,63912,700,FALSE,Nevada_FALSE_one
Nevada,2010,FALSE,two,111347,1114,111347,1114,FALSE,Nevada_FALSE_two
Nevada,2010,TRUE,none,7615,93,7615,93,FALSE,Nevada_TRUE_none
Nevada,2010,TRUE,one,120,2,120,2,FALSE,Nevada_TRUE_one
Nevada,2010,TRUE,two,277,4,277,4,FALSE,Nevada_TRUE_two
Nevada,2011,FALSE,none,543483,5624,543483,5624,FALSE,Nevada_FALSE_none
Nevada,2011,FALSE,one,62657,597,62657,597,FALSE,Nevada_FALSE_one
Nevada,2011,FALSE,two,114012,1087,114012,1087,FALSE,Nevada_FALSE_two
Nevada,2011,TRUE,none,4873,78,4873,78,FALSE,Nevada_TRUE_none
Nevada,2011,TRUE,one,420,8,420,8,FALSE,Nevada_TRUE_one
Nevada,2011,TRUE,two,1009,8,1009,8,FALSE,Nevada_TRUE_two
Nevada,2012,FALSE,none,527377,5778,527377,5778,FALSE,Nevada_FALSE_none
Nevada,2012,FALSE,one,71099,716,71099,716,FALSE,Nevada_FALSE_one
Nevada,2012,FALSE,two,109344,1036,109344,1036,FALSE,Nevada_FALSE_two
Nevada,2012,TRUE,none,6633,86,6633,86,FALSE,Nevada_TRUE_none
Nevada,2012,TRUE,one,917,11,917,11,FALSE,Nevada_TRUE_one
Nevada,2012,TRUE,two,1469,10,1469,10,FALSE,Nevada_TRUE_two
Nevada,2013,FALSE,none,526962,5740,526962,5740,FALSE,Nevada_FALSE_none
Nevada,2013,FALSE,one,60078,662,60078,662,FALSE,Nevada_FALSE_one
Nevada,2013,FALSE,two,113658,1103,113658,1103,FALSE,Nevada_FALSE_two
Nevada,2013,TRUE,none,9074,112,9074,112,FALSE,Nevada_TRUE_none
Nevada,2013,TRUE,one,532,8,532,8,FALSE,Nevada_TRUE_one
Nevada,2013,TRUE,two,550,6,550,6,FALSE,Nevada_TRUE_two
Nevada,2014,FALSE,none,522624,5696,522624,5696,TRUE,Nevada_FALSE_none
Nevada,2014,FALSE,one,68141,721,68141,721,TRUE,Nevada_FALSE_one
Nevada,2014,FALSE,two,108185,1011,108185,1011,TRUE,Nevada_FALSE_two
Nevada,2014,TRUE,none,10577,126,10577,126,TRUE,Nevada_TRUE_none
Nevada,2014,TRUE,one,1598,15,1598,15,TRUE,Nevada_TRUE_one
Nevada,2014,TRUE,two,351,5,351,5,TRUE,Nevada_TRUE_two
Nevada,2015,FALSE,none,522677,5644,522677,5644,TRUE,Nevada_FALSE_none
Nevada,2015,FALSE,one,61746,652,61746,652,TRUE,Nevada_FALSE_one
Nevada,2015,FALSE,two,116593,1113,116593,1113,TRUE,Nevada_FALSE_two
Nevada,2015,TRUE,none,11322,141,11322,141,TRUE,Nevada_TRUE_none
Nevada,2015,TRUE,one,921,8,921,8,TRUE,Nevada_TRUE_one
Nevada,2015,TRUE,two,182,2,182,2,TRUE,Nevada_TRUE_two
Nevada,2016,FALSE,none,521786,5563,521786,5563,TRUE,Nevada_FALSE_none
Nevada,2016,FALSE,one,72420,708,72420,708,TRUE,Nevada_FALSE_one
Nevada,2016,FALSE,two,111051,1012,111051,1012,TRUE,Nevada_FALSE_two
Nevada,2016,TRUE,none,11720,124,11720,124,TRUE,Nevada_TRUE_none
Nevada,2016,TRUE,one,1032,14,1032,14,TRUE,Nevada_TRUE_one
Nevada,2016,TRUE,two,905,12,905,12,TRUE,Nevada_TRUE_two
Nevada,2017,FALSE,none,542941,5781,542941,5781,TRUE,Nevada_FALSE_none
Nevada,2017,FALSE,one,68361,741,68361,741,TRUE,Nevada_FALSE_one
Nevada,2017,FALSE,two,123633,1095,123633,1095,TRUE,Nevada_FALSE_two
Nevada,2017,TRUE,none,12309,142,12309,142,TRUE,Nevada_TRUE_none
Nevada,2017,TRUE,one,2032,19,2032,19,TRUE,Nevada_TRUE_one
Nevada,2017,TRUE,two,377,4,377,4,TRUE,Nevada_TRUE_two
Nevada,2018,FALSE,none,535746,5647,535746,5647,TRUE,Nevada_FALSE_none
Nevada,2018,FALSE,one,74849,743,74849,743,TRUE,Nevada_FALSE_one
Nevada,2018,FALSE,two,115324,1055,115324,1055,TRUE,Nevada_FALSE_two
Nevada,2018,TRUE,none,14320,165,14320,165,TRUE,Nevada_TRUE_none
Nevada,2018,TRUE,one,770,11,770,11,TRUE,Nevada_TRUE_one
Nevada,2018,TRUE,two,695,7,695,7,TRUE,Nevada_TRUE_two
Nevada,2019,FALSE,none,547280,5682,547280,5682,TRUE,Nevada_FALSE_none
Nevada,2019,FALSE,one,77252,801,77252,801,TRUE,Nevada_FALSE_one
Nevada,2019,FALSE,two,114855,1022,114855,1022,TRUE,Nevada_FALSE_two
Nevada,2019,TRUE,none,12508,147,12508,147,TRUE,Nevada_TRUE_none
Nevada,2019,TRUE,one,1601,14,1601,14,TRUE,Nevada_TRUE_one
Nevada,2019,TRUE,two,1417,17,1417,17,TRUE,Nevada_TRUE_two
New Hampshire,2008,FALSE,none,475580,4959,475580,4959,FALSE,New Hampshire_FALSE_none
New Hampshire,2008,FALSE,one,14834,160,14834,160,FALSE,New Hampshire_FALSE_one
New Hampshire,2008,FALSE,two,13229,111,13229,111,FALSE,New Hampshire_FALSE_two
New Hampshire,2008,TRUE,none,3310,43,3310,43,FALSE,New Hampshire_TRUE_none
New Hampshire,2008,TRUE,one,163,2,163,2,FALSE,New Hampshire_TRUE_one
New Hampshire,2008,TRUE,two,0,0,0,0,FALSE,New Hampshire_TRUE_two
New Hampshire,2009,FALSE,none,457297,4883,457297,4883,FALSE,New Hampshire_FALSE_none
New Hampshire,2009,FALSE,one,16015,163,16015,163,FALSE,New Hampshire_FALSE_one
New Hampshire,2009,FALSE,two,15873,126,15873,126,FALSE,New Hampshire_FALSE_two
New Hampshire,2009,TRUE,none,5923,60,5923,60,FALSE,New Hampshire_TRUE_none
New Hampshire,2009,TRUE,one,0,0,0,0,FALSE,New Hampshire_TRUE_one
New Hampshire,2009,TRUE,two,0,0,0,0,FALSE,New Hampshire_TRUE_two
