state,year,same_sex,imm_couple,n,n_unweighted,n_ar,n_unweighted_ar,post_2013,group_fe
California,2014,FALSE,none,5837071,60843,5837071,60843,TRUE,California_FALSE_none
California,2014,FALSE,one,824858,8622,824858,8622,TRUE,California_FALSE_one
California,2014,FALSE,two,2368373,23483,2368373,23483,TRUE,California_FALSE_two
California,2014,TRUE,none,132456,1586,132456,1586,TRUE,California_TRUE_none
California,2014,TRUE,one,16175,205,16175,205,TRUE,California_TRUE_one
California,2014,TRUE,two,11412,126,11412,126,TRUE,California_TRUE_two
California,2015,FALSE,none,5742445,60019,5742445,60019,TRUE,California_FALSE_none
California,2015,FALSE,one,876915,9013,876915,9013,TRUE,California_FALSE_one
California,2015,FALSE,two,2457966,23854,2457966,23854,TRUE,California_FALSE_two
California,2015,TRUE,none,138091,1621,138091,1621,TRUE,California_TRUE_none
California,2015,TRUE,one,25701,277,25701,277,TRUE,California_TRUE_one
California,2015,TRUE,two,11042,127,11042,127,TRUE,California_TRUE_two
California,2016,FALSE,none,5765811,60273,5765811,60273,TRUE,California_FALSE_none
California,2016,FALSE,one,860705,8875,860705,8875,TRUE,California_FALSE_one
California,2016,FALSE,two,2411770,23405,2411770,23405,TRUE,California_FALSE_two
California,2016,TRUE,none,152190,1808,152190,1808,TRUE,California_TRUE_none
California,2016,TRUE,one,27006,307,27006,307,TRUE,California_TRUE_one
California,2016,TRUE,two,11958,126,11958,126,TRUE,California_TRUE_two
California,2017,FALSE,none,5801500,60485,5801500,60485,TRUE,California_FALSE_none
California,2017,FALSE,one,891642,9198,891642,9198,TRUE,California_FALSE_one
California,2017,FALSE,two,2362950,22861,2362950,22861,TRUE,California_FALSE_two
California,2017,TRUE,none,145350,1648,145350,1648,TRUE,California_TRUE_none
California,2017,TRUE,one,24838,288,24838,288,TRUE,California_TRUE_one
California,2017,TRUE,two,9212,102,9212,102,TRUE,California_TRUE_two
California,2018,FALSE,none,5774382,60099,5774382,60099,TRUE,California_FALSE_none
California,2018,FALSE,one,892009,9204,892009,9204,TRUE,California_FALSE_one
California,2018,FALSE,two,2344554,22327,2344554,22327,TRUE,California_FALSE_two
California,2018,TRUE,none,158678,1863,158678,1863,TRUE,California_TRUE_none
California,2018,TRUE,one,26662,301,26662,301,TRUE,California_TRUE_one
California,2018,TRUE,two,15191,162,15191,162,TRUE,California_TRUE_two
California,2019,FALSE,none,5754348,60545,5754348,60545,TRUE,California_FALSE_none
California,2019,FALSE,one,948260,9585,948260,9585,TRUE,California_FALSE_one
California,2019,FALSE,two,2237921,21564,2237921,21564,TRUE,California_FALSE_two
California,2019,TRUE,none,157997,1842,157997,1842,TRUE,California_TRUE_none
California,2019,TRUE,one,31879,357,31879,357,TRUE,California_TRUE_one
California,2019,TRUE,two,14623,156,14623,156,TRUE,California_TRUE_two
Colorado,2008,FALSE,none,1456856,16178,1456856,16178,FALSE,Colorado_FALSE_none
Colorado,2008,FALSE,one,81877,801,81877,801,FALSE,Colorado_FALSE_one
Colorado,2008,FALSE,two,108884,876,108884,876,FALSE,Colorado_FALSE_two
Colorado,2008,TRUE,none,18217,198,18217,198,FALSE,Colorado_TRUE_none
Colorado,2008,TRUE,one,1586,17,1586,17,FALSE,Colorado_TRUE_one
Colorado,2008,TRUE,two,809,6,809,6,FALSE,Colorado_TRUE_two
Colorado,2009,FALSE,none,1479029,16176,1479029,16176,FALSE,Colorado_FALSE_none
Colorado,2009,FALSE,one,79961,790,79961,790,FALSE,Colorado_FALSE_one
Colorado,2009,FALSE,two,115177,1000,115177,1000,FALSE,Colorado_FALSE_two
Colorado,2009,TRUE,none,19062,204,19062,204,FALSE,Colorado_TRUE_none
Colorado,2009,TRUE,one,1184,12,1184,12,FALSE,Colorado_TRUE_one
Colorado,2009,TRUE,two,0,0,0,0,FALSE,Colorado_TRUE_two
Colorado,2010,FALSE,none,1474738,15953,1474738,15953,FALSE,Colorado_FALSE_none
Colorado,2010,FALSE,one,76987,775,76987,775,FALSE,Colorado_FALSE_one
Colorado,2010,FALSE,two,105633,893,105633,893,FALSE,Colorado_FALSE_two
Colorado,2010,TRUE,none,20367,201,20367,201,FALSE,Colorado_TRUE_none
Colorado,2010,TRUE,one,376,3,376,3,FALSE,Colorado_TRUE_one
Colorado,2010,TRUE,two,0,0,0,0,FALSE,Colorado_TRUE_two
Colorado,2011,FALSE,none,1473988,15500,1473988,15500,FALSE,Colorado_FALSE_none
Colorado,2011,FALSE,one,77507,733,77507,733,FALSE,Colorado_FALSE_one
Colorado,2011,FALSE,two,119904,973,119904,973,FALSE,Colorado_FALSE_two
Colorado,2011,TRUE,none,19010,219,19010,219,FALSE,Colorado_TRUE_none
Colorado,2011,TRUE,one,497,4,497,4,FALSE,Colorado_TRUE_one
Colorado,2011,TRUE,two,203,4,203,4,FALSE,Colorado_TRUE_two
Colorado,2012,FALSE,none,1451260,15533,1451260,15533,FALSE,Colorado_FALSE_none
Colorado,2012,FALSE,one,89398,825,89398,825,FALSE,Colorado_FALSE_one
Colorado,2012,FALSE,two,111836,956,111836,956,FALSE,Colorado_FALSE_two
Colorado,2012,TRUE,none,18424,190,18424,190,FALSE,Colorado_TRUE_none
Colorado,2012,TRUE,one,1551,14,1551,14,FALSE,Colorado_TRUE_one
Colorado,2012,TRUE,two,0,0,0,0,FALSE,Colorado_TRUE_two
Colorado,2013,FALSE,none,1437858,15720,1437858,15720,FALSE,Colorado_FALSE_none
Colorado,2013,FALSE,one,92057,869,92057,869,FALSE,Colorado_FALSE_one
Colorado,2013,FALSE,two,118183,985,118183,985,FALSE,Colorado_FALSE_two
Colorado,2013,TRUE,none,23253,242,23253,242,FALSE,Colorado_TRUE_none
Colorado,2013,TRUE,one,1039,16,1039,16,FALSE,Colorado_TRUE_one
Colorado,2013,TRUE,two,441,5,441,5,FALSE,Colorado_TRUE_two
Colorado,2014,FALSE,none,1469770,15757,1469770,15757,TRUE,Colorado_FALSE_none
Colorado,2014,FALSE,one,79006,772,79006,772,TRUE,Colorado_FALSE_one
Colorado,2014,FALSE,two,120627,930,120627,930,TRUE,Colorado_FALSE_two
Colorado,2014,TRUE,none,24408,252,24408,252,TRUE,Colorado_TRUE_none
Colorado,2014,TRUE,one,1014,10,1014,10,TRUE,Colorado_TRUE_one
Colorado,2014,TRUE,two,799,7,799,7,TRUE,Colorado_TRUE_two
Colorado,2015,FALSE,none,1500926,16078,1500926,16078,TRUE,Colorado_FALSE_none
Colorado,2015,FALSE,one,92636,924,92636,924,TRUE,Colorado_FALSE_one
Colorado,2015,FALSE,two,128370,981,128370,981,TRUE,Colorado_FALSE_two
Colorado,2015,TRUE,none,28581,295,28581,295,TRUE,Colorado_TRUE_none
Colorado,2015,TRUE,one,1403,10,1403,10,TRUE,Colorado_TRUE_one
Colorado,2015,TRUE,two,546,7,546,7,TRUE,Colorado_TRUE_two
Colorado,2016,FALSE,none,1502828,16190,1502828,16190,TRUE,Colorado_FALSE_none
Colorado,2016,FALSE,one,97358,936,97358,936,TRUE,Colorado_FALSE_one
Colorado,2016,FALSE,two,119752,995,119752,995,TRUE,Colorado_FALSE_two
Colorado,2016,TRUE,none,27010,299,27010,299,TRUE,Colorado_TRUE_none
Colorado,2016,TRUE,one,1355,12,1355,12,TRUE,Colorado_TRUE_one
Colorado,2016,TRUE,two,531,4,531,4,TRUE,Colorado_TRUE_two
Colorado,2017,FALSE,none,1520509,16161,1520509,16161,TRUE,Colorado_FALSE_none
Colorado,2017,FALSE,one,93582,913,93582,913,TRUE,Colorado_FALSE_one
Colorado,2017,FALSE,two,112356,957,112356,957,TRUE,Colorado_FALSE_two
Colorado,2017,TRUE,none,33782,353,33782,353,TRUE,Colorado_TRUE_none
Colorado,2017,TRUE,one,2378,23,2378,23,TRUE,Colorado_TRUE_one
Colorado,2017,TRUE,two,0,0,0,0,TRUE,Colorado_TRUE_two
Colorado,2018,FALSE,none,1505890,16327,1505890,16327,TRUE,Colorado_FALSE_none
Colorado,2018,FALSE,one,109775,1028,109775,1028,TRUE,Colorado_FALSE_one
Colorado,2018,FALSE,two,118966,885,118966,885,TRUE,Colorado_FALSE_two
Colorado,2018,TRUE,none,27865,279,27865,279,TRUE,Colorado_TRUE_none
Colorado,2018,TRUE,one,1190,17,1190,17,TRUE,Colorado_TRUE_one
Colorado,2018,TRUE,two,586,6,586,6,TRUE,Colorado_TRUE_two
Colorado,2019,FALSE,none,1588835,16983,1588835,16983,TRUE,Colorado_FALSE_none
Colorado,2019,FALSE,one,105848,1017,105848,1017,TRUE,Colorado_FALSE_one
Colorado,2019,FALSE,two,112305,843,112305,843,TRUE,Colorado_FALSE_two
Colorado,2019,TRUE,none,33362,352,33362,352,TRUE,Colorado_TRUE_none
Colorado,2019,TRUE,one,2460,33,2460,33,TRUE,Colorado_TRUE_one
Colorado,2019,TRUE,two,1764,12,1764,12,TRUE,Colorado_TRUE_two
Connecticut,2008,FALSE,none,926669,10078,926669,10078,FALSE,Connecticut_FALSE_none
Connecticut,2008,FALSE,one,60707,582,60707,582,FALSE,Connecticut_FALSE_one
Connecticut,2008,FALSE,two,119804,1089,119804,1089,FALSE,Connecticut_FALSE_two
Connecticut,2008,TRUE,none,10150,106,10150,106,FALSE,Connecticut_TRUE_none
Connecticut,2008,TRUE,one,165,2,165,2,FALSE,Connecticut_TRUE_one
Connecticut,2008,TRUE,two,0,0,0,0,FALSE,Connecticut_TRUE_two
Connecticut,2009,FALSE,none,929265,9968,929265,9968,FALSE,Connecticut_FALSE_none
Connecticut,2009,FALSE,one,53216,566,53216,566,FALSE,Connecticut_FALSE_one
Connecticut,2009,FALSE,two,114015,1049,114015,1049,FALSE,Connecticut_FALSE_two
Connecticut,2009,TRUE,none,8910,109,8910,109,FALSE,Connecticut_TRUE_none
Connecticut,2009,TRUE,one,1523,6,1523,6,FALSE,Connecticut_TRUE_one
Connecticut,2009,TRUE,two,809,4,809,4,FALSE,Connecticut_TRUE_two
Connecticut,2010,FALSE,none,892357,9819,892357,9819,FALSE,Connecticut_FALSE_none
Connecticut,2010,FALSE,one,55652,589,55652,589,FALSE,Connecticut_FALSE_one
Connecticut,2010,FALSE,two,120900,1113,120900,1113,FALSE,Connecticut_FALSE_two
Connecticut,2010,TRUE,none,12858,127,12858,127,FALSE,Connecticut_TRUE_none
Connecticut,2010,TRUE,one,535,7,535,7,FALSE,Connecticut_TRUE_one
Connecticut,2010,TRUE,two,160,2,160,2,FALSE,Connecticut_TRUE_two
Connecticut,2011,FALSE,none,883528,9562,883528,9562,FALSE,Connecticut_FALSE_none
Connecticut,2011,FALSE,one,57139,629,57139,629,FALSE,Connecticut_FALSE_one
Connecticut,2011,FALSE,two,122165,1112,122165,1112,FALSE,Connecticut_FALSE_two
Connecticut,2011,TRUE,none,12656,136,12656,136,FALSE,Connecticut_TRUE_none
Connecticut,2011,TRUE,one,525,4,525,4,FALSE,Connecticut_TRUE_one
Connecticut,2011,TRUE,two,329,4,329,4,FALSE,Connecticut_TRUE_two
Connecticut,2012,FALSE,none,876059,9351,876059,9351,FALSE,Connecticut_FALSE_none
Connecticut,2012,FALSE,one,62721,629,62721,629,FALSE,Connecticut_FALSE_one
Connecticut,2012,FALSE,two,120218,1097,120218,1097,FALSE,Connecticut_FALSE_two
Connecticut,2012,TRUE,none,10107,107,10107,107,FALSE,Connecticut_TRUE_none
Connecticut,2012,TRUE,one,874,10,874,10,FALSE,Connecticut_TRUE_one
Connecticut,2012,TRUE,two,131,2,131,2,FALSE,Connecticut_TRUE_two
Connecticut,2013,FALSE,none,869586,9557,869586,9557,FALSE,Connecticut_FALSE_none
Connecticut,2013,FALSE,one,57639,622,57639,622,FALSE,Connecticut_FALSE_one
Connecticut,2013,FALSE,two,129033,1187,129033,1187,FALSE,Connecticut_FALSE_two
Connecticut,2013,TRUE,none,11639,145,11639,145,FALSE,Connecticut_TRUE_none
Connecticut,2013,TRUE,one,1076,12,1076,12,FALSE,Connecticut_TRUE_one
Connecticut,2013,TRUE,two,303,2,303,2,FALSE,Connecticut_TRUE_two
Connecticut,2014,FALSE,none,855304,9174,855304,9174,TRUE,Connecticut_FALSE_none
Connecticut,2014,FALSE,one,57872,598,57872,598,TRUE,Connecticut_FALSE_one
Connecticut,2014,FALSE,two,125138,1110,125138,1110,TRUE,Connecticut_FALSE_two
Connecticut,2014,TRUE,none,11121,132,11121,132,TRUE,Connecticut_TRUE_none
Connecticut,2014,TRUE,one,1067,8,1067,8,TRUE,Connecticut_TRUE_one
Connecticut,2014,TRUE,two,155,2,155,2,TRUE,Connecticut_TRUE_two
Connecticut,2015,FALSE,none,828187,9083,828187,9083,TRUE,Connecticut_FALSE_none
Connecticut,2015,FALSE,one,56445,599,56445,599,TRUE,Connecticut_FALSE_one
Connecticut,2015,FALSE,two,125002,1147,125002,1147,TRUE,Connecticut_FALSE_two
Connecticut,2015,TRUE,none,12537,139,12537,139,TRUE,Connecticut_TRUE_none
Connecticut,2015,TRUE,one,1154,18,1154,18,TRUE,Connecticut_TRUE_one
Connecticut,2015,TRUE,two,271,4,271,4,TRUE,Connecticut_TRUE_two
Connecticut,2016,FALSE,none,807394,8887,807394,8887,TRUE,Connecticut_FALSE_none
Connecticut,2016,FALSE,one,61415,644,61415,644,TRUE,Connecticut_FALSE_one
Connecticut,2016,FALSE,two,135002,1175,135002,1175,TRUE,Connecticut_FALSE_two
Connecticut,2016,TRUE,none,10988,127,10988,127,TRUE,Connecticut_TRUE_none
Connecticut,2016,TRUE,one,539,6,539,6,TRUE,Connecticut_TRUE_one
Connecticut,2016,TRUE,two,0,0,0,0,TRUE,Connecticut_TRUE_two
Connecticut,2017,FALSE,none,801064,8884,801064,8884,TRUE,Connecticut_FALSE_none
Connecticut,2017,FALSE,one,63289,680,63289,680,TRUE,Connecticut_FALSE_one
Connecticut,2017,FALSE,two,131622,1191,131622,1191,TRUE,Connecticut_FALSE_two
Connecticut,2017,TRUE,none,15571,172,15571,172,TRUE,Connecticut_TRUE_none
Connecticut,2017,TRUE,one,2112,24,2112,24,TRUE,Connecticut_TRUE_one
Connecticut,2017,TRUE,two,516,4,516,4,TRUE,Connecticut_TRUE_two
Connecticut,2018,FALSE,none,800496,8738,800496,8738,TRUE,Connecticut_FALSE_none
Connecticut,2018,FALSE,one,62509,673,62509,673,TRUE,Connecticut_FALSE_one
Connecticut,2018,FALSE,two,137188,1222,137188,1222,TRUE,Connecticut_FALSE_two
Connecticut,2018,TRUE,none,15627,175,15627,175,TRUE,Connecticut_TRUE_none
Connecticut,2018,TRUE,one,944,14,944,14,TRUE,Connecticut_TRUE_one
Connecticut,2018,TRUE,two,544,7,544,7,TRUE,Connecticut_TRUE_two
Connecticut,2019,FALSE,none,786507,8668,786507,8668,TRUE,Connecticut_FALSE_none
Connecticut,2019,FALSE,one,64150,672,64150,672,TRUE,Connecticut_FALSE_one
Connecticut,2019,FALSE,two,129283,1107,129283,1107,TRUE,Connecticut_FALSE_two
Connecticut,2019,TRUE,none,17293,196,17293,196,TRUE,Connecticut_TRUE_none
Connecticut,2019,TRUE,one,1730,18,1730,18,TRUE,Connecticut_TRUE_one
Connecticut,2019,TRUE,two,453,4,453,4,TRUE,Connecticut_TRUE_two
Delaware,2008,FALSE,none,246631,2546,246631,2546,FALSE,Delaware_FALSE_none
Delaware,2008,FALSE,one,11207,110,11207,110,FALSE,Delaware_FALSE_one
Delaware,2008,FALSE,two,17275,153,17275,153,FALSE,Delaware_FALSE_two
Delaware,2008,TRUE,none,2114,32,2114,32,FALSE,Delaware_TRUE_none
Delaware,2008,TRUE,one,169,4,169,4,FALSE,Delaware_TRUE_one
Delaware,2008,TRUE,two,0,0,0,0,FALSE,Delaware_TRUE_two
Delaware,2009,FALSE,none,251259,2573,251259,2573,FALSE,Delaware_FALSE_none
Delaware,2009,FALSE,one,8254,84,8254,84,FALSE,Delaware_FALSE_one
Delaware,2009,FALSE,two,18493,162,18493,162,FALSE,Delaware_FALSE_two
Delaware,2009,TRUE,none,3448,48,3448,48,FALSE,Delaware_TRUE_none
Delaware,2009,TRUE,one,132,2,132,2,FALSE,Delaware_TRUE_one
Delaware,2009,TRUE,two,173,2,173,2,FALSE,Delaware_TRUE_two
Delaware,2010,FALSE,none,241378,2504,241378,2504,FALSE,Delaware_FALSE_none
Delaware,2010,FALSE,one,8788,96,8788,96,FALSE,Delaware_FALSE_one
Delaware,2010,FALSE,two,21680,190,21680,190,FALSE,Delaware_FALSE_two
Delaware,2010,TRUE,none,2328,42,2328,42,FALSE,Delaware_TRUE_none
Delaware,2010,TRUE,one,254,3,254,3,FALSE,Delaware_TRUE_one
Delaware,2010,TRUE,two,143,2,143,2,FALSE,Delaware_TRUE_two
Delaware,2011,FALSE,none,238141,2558,238141,2558,FALSE,Delaware_FALSE_none
Delaware,2011,FALSE,one,10119,113,10119,113,FALSE,Delaware_FALSE_one
Delaware,2011,FALSE,two,23711,185,23711,185,FALSE,Delaware_FALSE_two
Delaware,2011,TRUE,none,3560,45,3560,45,FALSE,Delaware_TRUE_none
Delaware,2011,TRUE,one,206,2,206,2,FALSE,Delaware_TRUE_one
Delaware,2011,TRUE,two,0,0,0,0,FALSE,Delaware_TRUE_two
Delaware,2012,FALSE,none,238385,2448,238385,2448,FALSE,Delaware_FALSE_none
Delaware,2012,FALSE,one,8821,76,8821,76,FALSE,Delaware_FALSE_one
Delaware,2012,FALSE,two,18123,144,18123,144,FALSE,Delaware_FALSE_two
Delaware,2012,TRUE,none,3249,37,3249,37,FALSE,Delaware_TRUE_none
Delaware,2012,TRUE,one,0,0,0,0,FALSE,Delaware_TRUE_one
Delaware,2012,TRUE,two,0,0,0,0,FALSE,Delaware_TRUE_two
Delaware,2013,FALSE,none,234906,2466,234906,2466,FALSE,Delaware_FALSE_none
Delaware,2013,FALSE,one,11064,87,11064,87,FALSE,Delaware_FALSE_one
Delaware,2013,FALSE,two,22498,194,22498,194,FALSE,Delaware_FALSE_two
Delaware,2013,TRUE,none,3261,46,3261,46,FALSE,Delaware_TRUE_none
Delaware,2013,TRUE,one,0,0,0,0,FALSE,Delaware_TRUE_one
Delaware,2013,TRUE,two,0,0,0,0,FALSE,Delaware_TRUE_two
Delaware,2014,FALSE,none,234588,2486,234588,2486,TRUE,Delaware_FALSE_none
Delaware,2014,FALSE,one,8602,95,8602,95,TRUE,Delaware_FALSE_one
Delaware,2014,FALSE,two,19135,174,19135,174,TRUE,Delaware_FALSE_two
Delaware,2014,TRUE,none,6213,65,6213,65,TRUE,Delaware_TRUE_none
Delaware,2014,TRUE,one,242,2,242,2,TRUE,Delaware_TRUE_one
Delaware,2014,TRUE,two,698,4,698,4,TRUE,Delaware_TRUE_two
Delaware,2015,FALSE,none,238498,2397,238498,2397,TRUE,Delaware_FALSE_none
Delaware,2015,FALSE,one,7349,85,7349,85,TRUE,Delaware_FALSE_one
Delaware,2015,FALSE,two,29268,229,29268,229,TRUE,Delaware_FALSE_two
Delaware,2015,TRUE,none,4767,51,4767,51,TRUE,Delaware_TRUE_none
Delaware,2015,TRUE,one,52,1,52,1,TRUE,Delaware_TRUE_one
Delaware,2015,TRUE,two,0,0,0,0,TRUE,Delaware_TRUE_two
Delaware,2016,FALSE,none,220451,2315,220451,2315,TRUE,Delaware_FALSE_none
Delaware,2016,FALSE,one,9299,96,9299,96,TRUE,Delaware_FALSE_one
Delaware,2016,FALSE,two,26672,202,26672,202,TRUE,Delaware_FALSE_two
Delaware,2016,TRUE,none,5581,68,5581,68,TRUE,Delaware_TRUE_none
Delaware,2016,TRUE,one,352,3,352,3,TRUE,Delaware_TRUE_one
Delaware,2016,TRUE,two,0,0,0,0,TRUE,Delaware_TRUE_two
Delaware,2017,FALSE,none,230513,2301,230513,2301,TRUE,Delaware_FALSE_none
Delaware,2017,FALSE,one,9129,103,9129,103,TRUE,Delaware_FALSE_one
Delaware,2017,FALSE,two,24206,223,24206,223,TRUE,Delaware_FALSE_two
Delaware,2017,TRUE,none,4823,60,4823,60,TRUE,Delaware_TRUE_none
Delaware,2017,TRUE,one,792,8,792,8,TRUE,Delaware_TRUE_one
Delaware,2017,TRUE,two,0,0,0,0,TRUE,Delaware_TRUE_two
Delaware,2018,FALSE,none,225746,2237,225746,2237,TRUE,Delaware_FALSE_none
Delaware,2018,FALSE,one,10231,100,10231,100,TRUE,Delaware_FALSE_one
Delaware,2018,FALSE,two,25029,203,25029,203,TRUE,Delaware_FALSE_two
Delaware,2018,TRUE,none,9073,88,9073,88,TRUE,Delaware_TRUE_none
Delaware,2018,TRUE,one,0,0,0,0,TRUE,Delaware_TRUE_one
Delaware,2018,TRUE,two,0,0,0,0,TRUE,Delaware_TRUE_two
Delaware,2019,FALSE,none,224862,2326,224862,2326,TRUE,Delaware_FALSE_none
Delaware,2019,FALSE,one,13472,126,13472,126,TRUE,Delaware_FALSE_one
Delaware,2019,FALSE,two,21276,162,21276,162,TRUE,Delaware_FALSE_two
Delaware,2019,TRUE,none,8170,92,8170,92,TRUE,Delaware_TRUE_none
Delaware,2019,TRUE,one,63,1,63,1,TRUE,Delaware_TRUE_one
Delaware,2019,TRUE,two,0,0,0,0,TRUE,Delaware_TRUE_two
District of Columbia,2008,FALSE,none,71208,855,71208,855,FALSE,District of Columbia_FALSE_none
District of Columbia,2008,FALSE,one,10318,115,10318,115,FALSE,District of Columbia_FALSE_one
District of Columbia,2008,FALSE,two,15322,140,15322,140,FALSE,District of Columbia_FALSE_two
District of Columbia,2008,TRUE,none,5437,70,5437,70,FALSE,District of Columbia_TRUE_none
District of Columbia,2008,TRUE,one,868,10,868,10,FALSE,District of Columbia_TRUE_one
District of Columbia,2008,TRUE,two,136,2,136,2,FALSE,District of Columbia_TRUE_two
District of Columbia,2009,FALSE,none,76270,843,76270,843,FALSE,District of Columbia_FALSE_none
District of Columbia,2009,FALSE,one,11182,119,11182,119,FALSE,District of Columbia_FALSE_one
District of Columbia,2009,FALSE,two,12631,117,12631,117,FALSE,District of Columbia_FALSE_two
District of Columbia,2009,TRUE,none,7027,83,7027,83,FALSE,District of Columbia_TRUE_none
District of Columbia,2009,TRUE,one,1447,19,1447,19,FALSE,District of Columbia_TRUE_one
District of Columbia,2009,TRUE,two,0,0,0,0,FALSE,District of Columbia_TRUE_two
District of Columbia,2010,FALSE,none,75526,836,75526,836,FALSE,District of Columbia_FALSE_none
District of Columbia,2010,FALSE,one,13978,160,13978,160,FALSE,District of Columbia_FALSE_one
District of Columbia,2010,FALSE,two,14718,145,14718,145,FALSE,District of Columbia_FALSE_two
District of Columbia,2010,TRUE,none,5015,69,5015,69,FALSE,District of Columbia_TRUE_none
District of Columbia,2010,TRUE,one,171,2,171,2,FALSE,District of Columbia_TRUE_one
District of Columbia,2010,TRUE,two,0,0,0,0,FALSE,District of Columbia_TRUE_two
District of Columbia,2011,FALSE,none,82846,946,82846,946,FALSE,District of Columbia_FALSE_none
District of Columbia,2011,FALSE,one,11895,132,11895,132,FALSE,District of Columbia_FALSE_one
District of Columbia,2011,FALSE,two,11847,114,11847,114,FALSE,District of Columbia_FALSE_two
District of Columbia,2011,TRUE,none,7824,78,7824,78,FALSE,District of Columbia_TRUE_none
District of Columbia,2011,TRUE,one,1845,14,1845,14,FALSE,District of Columbia_TRUE_one
District of Columbia,2011,TRUE,two,108,2,108,2,FALSE,District of Columbia_TRUE_two
District of Columbia,2012,FALSE,none,82906,946,82906,946,FALSE,District of Columbia_FALSE_none
District of Columbia,2012,FALSE,one,11056,122,11056,122,FALSE,District of Columbia_FALSE_one
District of Columbia,2012,FALSE,two,16349,146,16349,146,FALSE,District of Columbia_FALSE_two
District of Columbia,2012,TRUE,none,7066,90,7066,90,FALSE,District of Columbia_TRUE_none
District of Columbia,2012,TRUE,one,984,10,984,10,FALSE,District of Columbia_TRUE_one
District of Columbia,2012,TRUE,two,368,4,368,4,FALSE,District of Columbia_TRUE_two
District of Columbia,2013,FALSE,none,89372,996,89372,996,FALSE,District of Columbia_FALSE_none
District of Columbia,2013,FALSE,one,13230,146,13230,146,FALSE,District of Columbia_FALSE_one
District of Columbia,2013,FALSE,two,17648,153,17648,153,FALSE,District of Columbia_FALSE_two
District of Columbia,2013,TRUE,none,6470,85,6470,85,FALSE,District of Columbia_TRUE_none
District of Columbia,2013,TRUE,one,946,9,946,9,FALSE,District of Columbia_TRUE_one
District of Columbia,2013,TRUE,two,464,4,464,4,FALSE,District of Columbia_TRUE_two
District of Columbia,2014,FALSE,none,88275,1010,88275,1010,TRUE,District of Columbia_FALSE_none
District of Columbia,2014,FALSE,one,9725,128,9725,128,TRUE,District of Columbia_FALSE_one
District of Columbia,2014,FALSE,two,15237,137,15237,137,TRUE,District of Columbia_FALSE_two
District of Columbia,2014,TRUE,none,8257,108,8257,108,TRUE,District of Columbia_TRUE_none
District of Columbia,2014,TRUE,one,573,10,573,10,TRUE,District of Columbia_TRUE_one
District of Columbia,2014,TRUE,two,225,2,225,2,TRUE,District of Columbia_TRUE_two
District of Columbia,2015,FALSE,none,100153,1136,100153,1136,TRUE,District of Columbia_FALSE_none
District of Columbia,2015,FALSE,one,12136,126,12136,126,TRUE,District of Columbia_FALSE_one
District of Columbia,2015,FALSE,two,16495,134,16495,134,TRUE,District of Columbia_FALSE_two
District of Columbia,2015,TRUE,none,7840,100,7840,100,TRUE,District of Columbia_TRUE_none
District of Columbia,2015,TRUE,one,993,6,993,6,TRUE,District of Columbia_TRUE_one
District of Columbia,2015,TRUE,two,328,4,328,4,TRUE,District of Columbia_TRUE_two
District of Columbia,2016,FALSE,none,92909,1096,92909,1096,TRUE,District of Columbia_FALSE_none
District of Columbia,2016,FALSE,one,12165,143,12165,143,TRUE,District of Columbia_FALSE_one
District of Columbia,2016,FALSE,two,17635,128,17635,128,TRUE,District of Columbia_FALSE_two
District of Columbia,2016,TRUE,none,8977,117,8977,117,TRUE,District of Columbia_TRUE_none
District of Columbia,2016,TRUE,one,2234,22,2234,22,TRUE,District of Columbia_TRUE_one
District of Columbia,2016,TRUE,two,460,3,460,3,TRUE,District of Columbia_TRUE_two
District of Columbia,2017,FALSE,none,87100,1063,87100,1063,TRUE,District of Columbia_FALSE_none
District of Columbia,2017,FALSE,one,11481,135,11481,135,TRUE,District of Columbia_FALSE_one
District of Columbia,2017,FALSE,two,16884,146,16884,146,TRUE,District of Columbia_FALSE_two
District of Columbia,2017,TRUE,none,10518,126,10518,126,TRUE,District of Columbia_TRUE_none
District of Columbia,2017,TRUE,one,3423,34,3423,34,TRUE,District of Columbia_TRUE_one
District of Columbia,2017,TRUE,two,974,12,974,12,TRUE,District of Columbia_TRUE_two
District of Columbia,2018,FALSE,none,98231,1147,98231,1147,TRUE,District of Columbia_FALSE_none
District of Columbia,2018,FALSE,one,14691,149,14691,149,TRUE,District of Columbia_FALSE_one
District of Columbia,2018,FALSE,two,13571,116,13571,116,TRUE,District of Columbia_FALSE_two
District of Columbia,2018,TRUE,none,9583,117,9583,117,TRUE,District of Columbia_TRUE_none
District of Columbia,2018,TRUE,one,2022,20,2022,20,TRUE,District of Columbia_TRUE_one
District of Columbia,2018,TRUE,two,707,6,707,6,TRUE,District of Columbia_TRUE_two
District of Columbia,2019,FALSE,none,104646,1255,104646,1255,TRUE,District of Columbia_FALSE_none
District of Columbia,2019,FALSE,one,13439,169,13439,169,TRUE,District of Columbia_FALSE_one
District of Columbia,2019,FALSE,two,14386,124,14386,124,TRUE,District of Columbia_FALSE_two
District of Columbia,2019,TRUE,none,10203,114,10203,114,TRUE,District of Columbia_TRUE_none
District of Columbia,2019,TRUE,one,2865,30,2865,30,TRUE,District of Columbia_TRUE_one
